Customer_ID,Customer_Name,Total_Orders,Units_Sold,Revenue,Profit,Profit_Margin_Percent,Average_Order_Value
CUST04921,Karan Kumar,11,30,291669.7,90544.23,31.04,26515.43
CUST01929,Vivaan Gupta,12,28,291578.49,82663.79,28.35,24298.21
CUST02039,Kavya Patil,13,32,291571.12,79529.73,27.28,22428.55
CUST04208,Karan Deshmukh,14,33,291555.15,72948.59,25.02,20825.37
CUST00401,Aarav Nair,12,35,291551.83,61970.1,21.26,24295.99
CUST03570,Aarav Joshi,11,30,291441.18,88649.23,30.42,26494.65
CUST02312,Kavya Singh,11,26,291430.03,87799.29,30.13,26493.64
CUST05570,Arjun Nair,13,37,291362.08,77251.85,26.51,22412.47
CUST02736,Priya Patil,18,40,291358.24,57955.22,19.89,16186.57
CUST05463,Amit Mhaske,18,43,291267.04,69054.11,23.71,16181.5
CUST03049,Aarav Joshi,10,25,291264.73,67529.94,23.19,29126.47
CUST01788,Neha Singh,16,30,291255.14,77479.9,26.6,18203.45
CUST03364,Neha Nair,17,41,291204.14,60325.74,20.72,17129.66
CUST05927,Sneha Verma,10,33,291199.99,70644.47,24.26,29120.0
CUST04881,Arjun Nair,12,30,291186.25,83905.68,28.82,24265.52
CUST02271,Aditya Sharma,18,40,291172.54,66891.58,22.97,16176.25
CUST03890,Aarav Verma,15,37,291078.99,59238.02,20.35,19405.27
CUST03596,Kavya Mehta,15,33,291059.48,66652.02,22.9,19403.97
CUST03866,Neha Nair,14,36,291034.96,67334.54,23.14,20788.21
CUST00380,Priya Mehta,14,30,291019.57,77054.6,26.48,20787.11
CUST00762,Meera Singh,18,38,290985.18,70941.63,24.38,16165.84
CUST04700,Isha Verma,15,38,290957.35,57019.62,19.6,19397.16
CUST03736,Rohan Singh,12,34,290860.16,71030.81,24.42,24238.35
CUST02559,Neha Patil,14,29,290774.31,74430.93,25.6,20769.59
CUST03009,Sneha Gupta,12,34,290697.95,87149.0,29.98,24224.83
CUST05208,Rahul Shah,16,42,290665.84,70977.36,24.42,18166.62
CUST04549,Amit Shah,9,34,290576.24,53230.87,18.32,32286.25
CUST05894,Meera Shah,10,30,290410.27,77486.81,26.68,29041.03
CUST03839,Pooja Singh,15,37,290406.42,63359.5,21.82,19360.43
CUST00363,Sneha Patil,16,42,290398.95,60350.68,20.78,18149.93
CUST01450,Aarav Mhaske,16,32,290344.74,74549.0,25.68,18146.55
CUST05366,Arjun Sharma,13,35,290131.02,74174.05,25.57,22317.77
CUST03635,Kavya Nair,14,31,290031.6,61514.57,21.21,20716.54
CUST00075,Meera Mehta,12,32,289943.7,60602.45,20.9,24161.98
CUST05295,Vivaan Kumar,10,27,289907.41,67196.81,23.18,28990.74
CUST01371,Amit Verma,15,33,289862.14,61966.89,21.38,19324.14
CUST01752,Priya Mehta,19,42,289855.56,79005.66,27.26,15255.56
CUST04258,Priya Mehta,16,40,289748.33,58105.07,20.05,18109.27
CUST04570,Aarav Deshmukh,15,37,289730.06,76396.47,26.37,19315.34
CUST04264,Pooja Joshi,12,32,289729.99,79280.88,27.36,24144.17
CUST00355,Amit Patil,10,34,289709.87,72146.76,24.9,28970.99
CUST04947,Kavya Nair,12,40,289693.5,76408.27,26.38,24141.13
CUST00620,Isha Mhaske,14,34,289678.53,65865.55,22.74,20691.32
CUST02895,Sneha Verma,9,26,289619.47,88784.38,30.66,32179.94
CUST02070,Amit Deshmukh,15,34,289498.25,78233.5,27.02,19299.88
CUST03543,Rohan Patil,16,34,289462.6,73518.62,25.4,18091.41
CUST01414,Amit Singh,16,44,289365.54,71090.43,24.57,18085.35
CUST03786,Priya Kumar,17,45,289333.18,45984.97,15.89,17019.6
CUST05868,Meera Joshi,14,31,289293.29,77976.33,26.95,20663.81
CUST04842,Karan Sharma,20,47,289171.9,62637.26,21.66,14458.6
CUST05207,Amit Verma,21,43,289051.52,67177.36,23.24,13764.36
CUST04310,Isha Mhaske,14,37,288978.08,85591.2,29.62,20641.29
CUST04114,Vivaan Kumar,13,42,288908.71,68557.5,23.73,22223.75
CUST03359,Sneha Mehta,12,31,288739.66,74450.23,25.78,24061.64
CUST04616,Aarav Patil,16,33,288651.72,67287.3,23.31,18040.73
CUST04052,Ananya Verma,14,29,288640.91,49627.58,17.19,20617.21
CUST02723,Sneha Deshmukh,10,32,288577.02,79017.63,27.38,28857.7
CUST03100,Rahul Gupta,16,34,288543.92,72291.47,25.05,18033.99
CUST04889,Amit Nair,13,36,288370.76,77016.13,26.71,22182.37
CUST05079,Amit Patil,16,35,288236.37,80338.52,27.87,18014.77
CUST02545,Pooja Nair,13,34,288152.6,60329.27,20.94,22165.58
CUST02876,Pooja Shah,15,34,288150.37,61820.61,21.45,19210.02
CUST00448,Isha Nair,18,35,288143.76,82738.92,28.71,16007.99
CUST03991,Pooja Verma,14,38,288046.67,61135.0,21.22,20574.76
CUST02812,Isha Gupta,19,42,288026.56,66251.26,23.0,15159.29
CUST03690,Priya Verma,9,27,287987.29,79567.07,27.63,31998.59
CUST02617,Karan Sharma,17,37,287920.18,71288.31,24.76,16936.48
CUST05277,Isha Verma,11,34,287684.91,86090.31,29.93,26153.17
CUST05014,Rohan Joshi,13,35,287416.37,57560.96,20.03,22108.95
CUST00233,Rahul Deshmukh,13,30,287391.31,77381.13,26.93,22107.02
CUST01843,Vivaan Deshmukh,18,43,287385.49,66348.82,23.09,15965.86
CUST00666,Rahul Kumar,13,38,287333.11,65063.72,22.64,22102.55
CUST02282,Kavya Kumar,14,35,287329.59,82005.79,28.54,20523.54
CUST04614,Rahul Nair,11,27,287294.8,91026.86,31.68,26117.71
CUST00156,Rahul Joshi,16,39,287290.22,71186.64,24.78,17955.64
CUST00594,Meera Mhaske,18,35,287276.04,83527.53,29.08,15959.78
CUST04270,Isha Deshmukh,17,36,287243.03,72501.39,25.24,16896.65
CUST05899,Karan Kumar,13,33,287218.33,87119.64,30.33,22093.72
CUST01832,Arjun Patil,16,35,287218.18,88438.9,30.79,17951.14
CUST04910,Vivaan Shah,12,29,287196.72,78466.0,27.32,23933.06
CUST04940,Aditya Mhaske,14,41,287146.07,80193.33,27.93,20510.43
CUST00683,Karan Verma,13,29,287129.78,77645.64,27.04,22086.91
CUST03862,Rohan Shah,17,39,287099.22,68140.84,23.73,16888.19
CUST01302,Kavya Kumar,16,36,287084.87,70945.55,24.71,17942.8
CUST04475,Kavya Singh,17,40,287065.79,64095.24,22.33,16886.22
CUST05020,Vivaan Patil,15,36,286978.42,76072.3,26.51,19131.89
CUST02596,Isha Nair,16,36,286944.35,69119.26,24.09,17934.02
CUST03814,Karan Mhaske,14,29,286941.64,94690.68,33.0,20495.83
CUST00263,Rohan Sharma,15,39,286882.39,80340.89,28.0,19125.49
CUST01876,Rahul Gupta,21,46,286425.57,73581.18,25.69,13639.31
CUST04422,Karan Gupta,18,44,286342.49,83623.35,29.2,15907.92
CUST01583,Pooja Gupta,15,38,286337.87,86543.24,30.22,19089.19
CUST02513,Amit Patil,15,37,286317.19,73980.28,25.84,19087.81
CUST04063,Isha Shah,14,37,286292.87,67442.27,23.56,20449.49
CUST01708,Arjun Joshi,10,32,286267.39,64929.05,22.68,28626.74
CUST04087,Kavya Kumar,15,40,286207.27,73404.27,25.65,19080.48
CUST03194,Aditya Shah,16,41,286199.38,68872.19,24.06,17887.46
CUST05548,Pooja Shah,14,34,285850.01,71739.47,25.1,20417.86
CUST04268,Rohan Mehta,19,35,285835.6,61747.37,21.6,15043.98
CUST05061,Sneha Nair,15,39,285819.51,70128.62,24.54,19054.63
CUST03094,Rahul Kumar,11,30,285763.62,72904.45,25.51,25978.51
CUST04095,Priya Kumar,13,34,285705.1,76588.72,26.81,21977.32
CUST04712,Amit Mehta,17,36,285693.9,81689.55,28.59,16805.52
CUST04620,Isha Kumar,9,30,285677.96,67569.74,23.65,31742.0
CUST01734,Aditya Sharma,15,31,285665.67,75332.5,26.37,19044.38
CUST02586,Vivaan Verma,17,37,285650.43,71279.86,24.95,16802.97
CUST02706,Kavya Mehta,11,37,285634.14,81206.24,28.43,25966.74
CUST01077,Vivaan Deshmukh,12,31,285603.01,56675.72,19.84,23800.25
CUST01549,Aditya Verma,13,33,285520.7,72388.0,25.35,21963.13
CUST01290,Aditya Patil,14,41,285423.06,34922.35,12.24,20387.36
CUST04552,Pooja Singh,13,35,285260.9,63135.12,22.13,21943.15
CUST05531,Arjun Kumar,11,37,285245.31,68908.08,24.16,25931.39
CUST04427,Karan Sharma,16,33,285206.38,79616.01,27.92,17825.4
CUST02607,Rahul Gupta,12,26,285093.02,76298.59,26.76,23757.75
CUST03873,Meera Nair,16,40,285087.7,77841.14,27.3,17817.98
CUST05923,Arjun Deshmukh,14,28,285081.54,92053.63,32.29,20362.97
CUST05847,Isha Deshmukh,15,36,285066.83,70784.37,24.83,19004.46
CUST05103,Rohan Mhaske,15,33,284983.62,72119.63,25.31,18998.91
CUST04835,Arjun Patil,14,44,284965.1,68811.17,24.15,20354.65
CUST04625,Meera Mehta,14,35,284882.33,71234.63,25.0,20348.74
CUST02128,Priya Verma,17,38,284882.06,54317.52,19.07,16757.77
CUST05778,Neha Mehta,19,37,284759.82,63470.67,22.29,14987.36
CUST01011,Isha Kumar,13,40,284735.22,62523.6,21.96,21902.71
CUST02799,Ananya Gupta,15,31,284732.15,75516.43,26.52,18982.14
CUST00589,Neha Joshi,15,36,284676.09,69778.96,24.51,18978.41
CUST01842,Rahul Gupta,14,40,284578.1,79342.25,27.88,20327.01
CUST04441,Aarav Singh,15,40,284520.21,62090.44,21.82,18968.01
CUST04884,Vivaan Singh,14,39,284454.25,71300.1,25.07,20318.16
CUST03432,Aditya Deshmukh,12,35,284408.88,56464.96,19.85,23700.74
CUST01343,Pooja Shah,17,45,284268.39,68003.94,23.92,16721.67
CUST04182,Aditya Shah,12,35,284155.27,71374.21,25.12,23679.61
CUST00226,Priya Joshi,17,46,284102.83,69191.97,24.35,16711.93
CUST05313,Isha Deshmukh,16,29,283878.35,70006.02,24.66,17742.4
CUST01530,Pooja Patil,14,32,283853.17,66916.88,23.57,20275.23
CUST03589,Kavya Patil,13,33,283611.16,79065.5,27.88,21816.24
CUST03315,Isha Joshi,14,31,283609.41,56002.83,19.75,20257.82
CUST00768,Ananya Singh,13,33,283495.23,58304.28,20.57,21807.33
CUST04284,Pooja Sharma,10,31,283369.95,83081.46,29.32,28337.0
CUST00493,Rahul Joshi,20,38,283353.79,77804.83,27.46,14167.69
CUST02836,Neha Deshmukh,21,41,283313.62,64626.71,22.81,13491.12
CUST05871,Aditya Patil,13,44,283308.42,52049.22,18.37,21792.96
CUST01351,Sneha Gupta,12,35,283302.61,68334.77,24.12,23608.55
CUST02904,Aditya Nair,13,31,283118.95,64521.95,22.79,21778.38
CUST04789,Amit Singh,13,28,283074.49,79326.68,28.02,21774.96
CUST05433,Ananya Mhaske,14,32,282976.35,74717.62,26.4,20212.6
CUST03863,Amit Verma,16,39,282790.83,66070.16,23.36,17674.43
CUST03819,Vivaan Shah,15,41,282692.5,76175.11,26.95,18846.17
CUST05065,Isha Kumar,16,32,282527.15,67971.98,24.06,17657.95
CUST01705,Meera Deshmukh,20,51,282526.42,54192.93,19.18,14126.32
CUST01934,Ananya Joshi,18,43,282404.96,69748.62,24.7,15689.16
CUST05690,Karan Mhaske,14,35,282384.34,64938.61,23.0,20170.31
CUST03679,Pooja Deshmukh,17,35,282382.41,69394.94,24.57,16610.73
CUST02775,Meera Gupta,15,36,282350.92,72301.96,25.61,18823.39
CUST05995,Arjun Deshmukh,9,23,282333.6,73797.35,26.14,31370.4
CUST03892,Kavya Sharma,13,32,282235.58,62000.55,21.97,21710.43
CUST05070,Pooja Deshmukh,11,29,282228.64,89897.23,31.85,25657.15
CUST00865,Arjun Verma,18,43,282211.44,69831.02,24.74,15678.41
CUST02814,Isha Joshi,13,31,282207.67,80662.28,28.58,21708.28
CUST05150,Pooja Deshmukh,17,40,282121.53,72492.77,25.7,16595.38
CUST04647,Isha Verma,19,40,282003.85,51164.36,18.14,14842.31
CUST01432,Amit Kumar,13,32,281864.95,72193.96,25.61,21681.92
CUST00274,Rohan Sharma,15,31,281855.82,81023.19,28.75,18790.39
CUST04807,Neha Patil,14,34,281798.0,74716.2,26.51,20128.43
CUST00990,Priya Gupta,15,40,281780.13,61285.22,21.75,18785.34
CUST01787,Aarav Gupta,11,31,281766.92,49083.44,17.42,25615.17
CUST02791,Aditya Verma,15,37,281662.31,50995.0,18.11,18777.49
CUST00513,Rohan Mhaske,17,48,281646.43,60553.39,21.5,16567.44
CUST03778,Aarav Singh,14,32,281645.9,68593.59,24.35,20117.56
CUST05912,Priya Mhaske,14,35,281520.51,59193.64,21.03,20108.61
CUST01542,Ananya Gupta,15,32,281437.08,62214.27,22.11,18762.47
CUST05965,Pooja Patil,18,45,281409.16,65999.2,23.45,15633.84
CUST00188,Priya Kumar,17,32,281368.98,75621.93,26.88,16551.12
CUST03098,Arjun Deshmukh,16,47,281332.28,60407.88,21.47,17583.27
CUST04078,Meera Patil,16,30,281326.48,54232.02,19.28,17582.9
CUST02336,Priya Sharma,17,32,281235.05,72833.69,25.9,16543.24
CUST04888,Karan Deshmukh,14,30,281184.15,70995.21,25.25,20084.58
CUST01092,Sneha Gupta,15,37,281149.09,57897.2,20.59,18743.27
CUST01608,Aarav Nair,16,37,281112.9,66890.35,23.79,17569.56
CUST04609,Priya Nair,12,33,280879.27,64197.96,22.86,23406.61
CUST05450,Arjun Patil,10,34,280862.44,85742.34,30.53,28086.24
CUST00533,Arjun Patil,17,32,280809.07,65763.48,23.42,16518.18
CUST05142,Pooja Sharma,18,40,280804.95,60699.39,21.62,15600.28
CUST00807,Vivaan Patil,13,31,280753.58,76894.67,27.39,21596.43
CUST03042,Neha Verma,18,50,280747.91,49986.5,17.8,15597.11
CUST02634,Amit Deshmukh,16,35,280732.62,64269.53,22.89,17545.79
CUST00463,Ananya Kumar,14,29,280618.37,77579.24,27.65,20044.17
CUST03563,Ananya Joshi,17,35,280510.77,64261.0,22.91,16500.63
CUST04260,Vivaan Mehta,16,39,280485.48,65462.8,23.34,17530.34
CUST05678,Kavya Sharma,15,37,280480.2,75923.58,27.07,18698.68
CUST01420,Pooja Mehta,9,24,280384.5,52721.51,18.8,31153.83
CUST00920,Neha Patil,14,33,280357.29,54373.92,19.39,20025.52
CUST02580,Kavya Joshi,15,41,280352.79,61188.37,21.83,18690.19
CUST04763,Amit Kumar,13,26,280286.12,86547.59,30.88,21560.47
CUST00531,Karan Shah,14,37,280285.64,58636.29,20.92,20020.4
CUST00259,Priya Gupta,16,43,280276.73,64528.59,23.02,17517.3
CUST04855,Meera Gupta,15,29,280259.23,72774.66,25.97,18683.95
CUST05403,Aarav Mehta,12,30,280247.05,90596.46,32.33,23353.92
CUST00931,Amit Patil,11,30,280228.25,52031.22,18.57,25475.3
CUST04857,Karan Gupta,16,37,280149.56,79242.96,28.29,17509.35
CUST02855,Vivaan Sharma,18,37,280144.61,64792.66,23.13,15563.59
CUST01726,Pooja Joshi,13,32,280117.23,72093.82,25.74,21547.48
CUST00968,Amit Nair,13,42,279974.3,67277.05,24.03,21536.48
CUST05172,Neha Kumar,17,36,279915.39,79511.9,28.41,16465.61
CUST00491,Pooja Patil,19,45,279904.14,89774.92,32.07,14731.8
CUST00936,Rahul Nair,15,31,279889.69,76331.32,27.27,18659.31
CUST05530,Neha Verma,14,31,279756.46,69197.98,24.74,19982.6
CUST01123,Meera Shah,11,29,279722.85,73581.69,26.31,25429.35
CUST02594,Arjun Nair,14,37,279670.96,62441.43,22.33,19976.5
CUST01936,Aarav Patil,20,36,279415.72,72587.9,25.98,13970.79
CUST02858,Kavya Gupta,13,39,279353.83,61521.85,22.02,21488.76
CUST04249,Isha Deshmukh,14,32,279328.03,64765.83,23.19,19952.0
CUST03138,Aarav Mhaske,15,32,279315.6,48652.14,17.42,18621.04
CUST05154,Rahul Patil,13,31,279307.71,59479.39,21.3,21485.21
CUST04023,Amit Singh,14,32,279306.69,60663.33,21.72,19950.48
CUST02608,Vivaan Gupta,17,36,279237.14,72342.66,25.91,16425.71
CUST01467,Karan Kumar,17,40,279101.09,79701.31,28.56,16417.71
CUST00713,Rohan Gupta,15,29,279077.14,70382.01,25.22,18605.14
CUST03995,Ananya Mehta,13,32,278914.79,62424.33,22.38,21454.98
CUST01367,Arjun Deshmukh,16,38,278715.42,89684.44,32.18,17419.71
CUST02630,Arjun Joshi,12,35,278699.3,72882.84,26.15,23224.94
CUST00040,Amit Nair,16,47,278680.67,58218.31,20.89,17417.54
CUST03076,Vivaan Mhaske,13,31,278666.46,59612.5,21.39,21435.88
CUST00110,Amit Mhaske,12,35,278658.39,77446.73,27.79,23221.53
CUST03186,Aditya Mhaske,13,32,278654.11,78694.69,28.24,21434.93
CUST04109,Vivaan Deshmukh,16,36,278617.61,65493.89,23.51,17413.6
CUST01664,Priya Sharma,14,33,278534.71,83748.8,30.07,19895.34
CUST00478,Isha Mhaske,13,34,278501.16,62966.62,22.61,21423.17
CUST04455,Priya Kumar,11,35,278318.04,70618.67,25.37,25301.64
CUST02270,Ananya Verma,14,34,278317.52,65202.37,23.43,19879.82
CUST04612,Isha Sharma,13,39,278173.92,66402.93,23.87,21397.99
CUST01663,Kavya Joshi,12,26,278155.54,80923.39,29.09,23179.63
CUST01945,Neha Shah,12,32,278042.59,74710.89,26.87,23170.22
CUST01427,Neha Mhaske,17,42,277982.04,67412.5,24.25,16351.88
CUST02520,Rohan Sharma,19,44,277959.3,60631.46,21.81,14629.44
CUST04444,Isha Sharma,15,42,277943.52,63811.76,22.96,18529.57
CUST03646,Rohan Nair,17,45,277917.39,66429.14,23.9,16348.08
CUST01336,Vivaan Gupta,18,36,277915.77,65618.41,23.61,15439.77
CUST01620,Rahul Kumar,11,31,277894.21,59493.95,21.41,25263.11
CUST04663,Kavya Mehta,14,40,277882.99,59368.64,21.36,19848.78
CUST03164,Neha Nair,13,34,277712.28,78174.85,28.15,21362.48
CUST03583,Aarav Sharma,12,31,277704.05,73994.33,26.65,23142.0
CUST00745,Karan Sharma,15,34,277698.89,80478.51,28.98,18513.26
CUST04703,Priya Mehta,17,40,277683.65,81640.94,29.4,16334.33
CUST04161,Rahul Sharma,15,33,277683.51,57947.45,20.87,18512.23
CUST04342,Sneha Joshi,12,35,277623.15,67021.61,24.14,23135.26
CUST04425,Meera Shah,13,31,277588.0,60118.21,21.66,21352.92
CUST02471,Priya Deshmukh,20,43,277478.37,71384.52,25.73,13873.92
CUST03337,Isha Shah,15,37,277477.99,76549.1,27.59,18498.53
CUST03753,Sneha Patil,11,28,277400.49,77934.95,28.09,25218.23
CUST02340,Karan Sharma,13,32,277354.7,68785.13,24.8,21334.98
CUST03146,Neha Verma,12,34,277275.27,71120.04,25.65,23106.27
CUST03388,Karan Patil,17,43,277178.31,71802.89,25.9,16304.61
CUST00680,Kavya Sharma,15,35,277170.36,73560.31,26.54,18478.02
CUST00126,Karan Gupta,14,41,277050.01,78405.51,28.3,19789.29
CUST05694,Neha Kumar,13,32,277038.08,70173.59,25.33,21310.62
CUST05926,Rahul Nair,9,25,276942.08,62849.27,22.69,30771.34
CUST01185,Arjun Patil,14,38,276918.79,60554.07,21.87,19779.91
CUST05991,Rohan Mhaske,13,27,276773.86,71611.84,25.87,21290.3
CUST01960,Aditya Sharma,12,30,276741.24,72313.58,26.13,23061.77
CUST03135,Neha Nair,10,32,276679.86,74204.27,26.82,27667.99
CUST04758,Kavya Kumar,15,43,276611.01,59997.07,21.69,18440.73
CUST05380,Rohan Patil,13,35,276566.95,83482.25,30.19,21274.38
CUST03678,Ananya Kumar,19,37,276525.83,53276.65,19.27,14553.99
CUST05051,Aditya Sharma,13,32,276502.82,83799.11,30.31,21269.45
CUST00884,Ananya Nair,14,31,276501.09,77089.73,27.88,19750.08
CUST01905,Amit Kumar,15,27,276460.98,74363.34,26.9,18430.73
CUST02414,Vivaan Patil,18,37,276379.04,61210.63,22.15,15354.39
CUST02611,Arjun Deshmukh,16,39,276374.39,77267.63,27.96,17273.4
CUST02266,Ananya Mehta,12,28,276196.6,57808.64,20.93,23016.38
CUST01250,Karan Kumar,13,31,276177.42,68202.16,24.7,21244.42
CUST00500,Rohan Verma,14,40,276138.54,73605.1,26.66,19724.18
CUST02746,Ananya Kumar,19,39,276129.09,58288.16,21.11,14533.11
CUST04180,Meera Mhaske,20,40,276020.99,69455.6,25.16,13801.05
CUST05426,Amit Singh,14,34,275958.85,54425.39,19.72,19711.35
CUST01339,Priya Patil,13,33,275925.04,75125.05,27.23,21225.0
CUST01258,Aditya Singh,11,30,275910.73,46895.4,17.0,25082.79
CUST01075,Rohan Patil,12,42,275845.99,64606.55,23.42,22987.17
CUST04302,Ananya Patil,16,37,275826.12,75774.75,27.47,17239.13
CUST00938,Arjun Deshmukh,14,34,275795.06,47557.93,17.24,19699.65
CUST02359,Isha Joshi,12,31,275696.36,71227.58,25.84,22974.7
CUST01074,Rahul Verma,13,37,275678.78,60225.38,21.85,21206.06
CUST05512,Sneha Singh,17,33,275620.77,69479.52,25.21,16212.99
CUST04188,Rohan Verma,16,40,275604.3,63982.13,23.22,17225.27
CUST04586,Aarav Kumar,13,30,275561.84,72430.38,26.28,21197.06
CUST00672,Aditya Sharma,13,38,275554.29,67862.53,24.63,21196.48
CUST02748,Rahul Nair,18,40,275553.35,75552.86,27.42,15308.52
CUST01685,Rahul Shah,15,42,275537.51,51449.88,18.67,18369.17
CUST03345,Karan Nair,13,30,275500.45,79679.35,28.92,21192.34
CUST04327,Aditya Singh,12,34,275464.49,78276.89,28.42,22955.37
CUST03000,Aarav Singh,21,57,275337.55,64232.44,23.33,13111.31
CUST03566,Kavya Singh,10,27,275325.18,66680.86,24.22,27532.52
CUST00200,Pooja Nair,14,31,275276.87,85020.49,30.89,19662.63
CUST04926,Amit Nair,14,35,275160.48,82940.62,30.14,19654.32
CUST03419,Arjun Singh,12,34,275143.96,73339.22,26.65,22928.66
CUST00488,Meera Mhaske,16,41,275101.87,64306.3,23.38,17193.87
CUST01584,Rohan Gupta,10,27,275059.81,58676.54,21.33,27505.98
CUST04515,Aditya Mehta,12,26,275002.09,65446.42,23.8,22916.84
CUST03594,Neha Patil,15,33,274995.99,67873.27,24.68,18333.07
CUST03805,Isha Kumar,11,35,274915.98,66559.64,24.21,24992.36
CUST05591,Arjun Deshmukh,12,28,274876.26,66836.76,24.32,22906.35
CUST02163,Meera Gupta,16,41,274832.63,59286.67,21.57,17177.04
CUST05284,Neha Kumar,12,35,274769.25,67627.2,24.61,22897.44
CUST00569,Ananya Joshi,15,40,274767.65,47088.58,17.14,18317.84
CUST02223,Vivaan Verma,12,33,274756.39,74973.13,27.29,22896.37
CUST02950,Ananya Nair,19,45,274686.42,60380.67,21.98,14457.18
CUST01038,Sneha Gupta,16,42,274685.51,66690.17,24.28,17167.84
CUST02493,Neha Shah,15,32,274681.49,67896.07,24.72,18312.1
CUST02269,Meera Nair,14,33,274546.49,62689.7,22.83,19610.46
CUST02071,Kavya Singh,14,31,274503.33,74630.02,27.19,19607.38
CUST03885,Priya Patil,14,30,274486.17,54008.29,19.68,19606.15
CUST01082,Arjun Shah,12,30,274463.01,63563.61,23.16,22871.92
CUST04667,Karan Mehta,11,31,274458.97,69162.64,25.2,24950.82
CUST03195,Vivaan Sharma,17,35,274456.02,66313.06,24.16,16144.47
CUST02729,Neha Nair,12,32,274391.32,67790.42,24.71,22865.94
CUST02954,Priya Mehta,16,44,274193.95,66169.28,24.13,17137.12
CUST02788,Meera Shah,16,43,274124.72,60462.11,22.06,17132.8
CUST05243,Pooja Shah,11,37,274121.16,58089.6,21.19,24920.11
CUST02567,Amit Nair,14,39,274115.69,56759.99,20.71,19579.69
CUST01196,Meera Kumar,16,42,273997.51,53341.07,19.47,17124.84
CUST00997,Amit Deshmukh,11,29,273992.23,59414.36,21.68,24908.38
CUST05310,Kavya Sharma,12,33,273975.87,86631.83,31.62,22831.32
CUST02354,Rohan Mhaske,14,38,273970.2,76540.96,27.94,19569.3
CUST02659,Amit Shah,17,32,273944.4,69195.08,25.26,16114.38
CUST05813,Aarav Joshi,13,43,273866.4,64383.59,23.51,21066.65
CUST02254,Vivaan Patil,12,37,273798.38,78419.8,28.64,22816.53
CUST04184,Sneha Shah,12,35,273698.39,49988.14,18.26,22808.2
CUST05675,Amit Kumar,13,30,273687.4,52360.66,19.13,21052.88
CUST00070,Kavya Joshi,18,40,273675.03,66704.05,24.37,15204.17
CUST03924,Vivaan Verma,12,22,273610.38,82800.44,30.26,22800.87
CUST02821,Neha Joshi,17,40,273574.21,77974.72,28.5,16092.6
CUST00697,Pooja Singh,12,31,273530.58,82023.72,29.99,22794.22
CUST02635,Meera Mhaske,18,36,273499.21,79404.78,29.03,15194.4
CUST02318,Karan Kumar,14,40,273485.31,51697.16,18.9,19534.67
CUST04863,Rahul Deshmukh,13,37,273478.89,50170.13,18.35,21036.84
CUST04207,Aarav Kumar,16,38,273447.72,64570.5,23.61,17090.48
CUST02171,Isha Kumar,17,37,273445.76,57410.03,21.0,16085.04
CUST05344,Rohan Nair,15,35,273328.88,66666.66,24.39,18221.93
CUST03035,Sneha Verma,12,31,273321.75,79777.92,29.19,22776.81
CUST00916,Neha Gupta,13,28,273296.13,70266.44,25.71,21022.78
CUST03318,Sneha Verma,14,36,273282.7,49930.72,18.27,19520.19
CUST02497,Rahul Mhaske,11,28,273261.03,62340.69,22.81,24841.91
CUST05131,Priya Deshmukh,9,25,273231.49,78242.56,28.64,30359.05
CUST02560,Vivaan Mehta,12,27,273202.44,77255.39,28.28,22766.87
CUST01982,Kavya Mhaske,11,32,273151.72,47513.59,17.39,24831.97
CUST03462,Sneha Mhaske,12,35,273059.34,57990.49,21.24,22754.95
CUST01516,Neha Mehta,12,29,273052.6,75388.92,27.61,22754.38
CUST05532,Amit Joshi,11,29,273035.9,68215.04,24.98,24821.45
CUST03662,Karan Gupta,15,33,272963.24,80745.96,29.58,18197.55
CUST04277,Priya Kumar,10,29,272954.82,58860.59,21.56,27295.48
CUST03163,Vivaan Mehta,15,28,272898.49,68343.37,25.04,18193.23
CUST00654,Kavya Gupta,11,34,272871.41,55266.13,20.25,24806.49
CUST01180,Aditya Gupta,12,36,272796.13,58847.82,21.57,22733.01
CUST04211,Kavya Gupta,11,28,272736.72,59782.32,21.92,24794.25
CUST03417,Kavya Singh,14,31,272615.74,78536.07,28.81,19472.55
CUST04968,Rahul Sharma,14,29,272576.85,56989.11,20.91,19469.77
CUST00464,Rohan Verma,18,37,272541.57,54292.22,19.92,15141.2
CUST05087,Rahul Joshi,15,36,272482.11,65399.98,24.0,18165.47
CUST05241,Amit Verma,14,33,272457.8,83254.13,30.56,19461.27
CUST03247,Ananya Singh,14,29,272436.6,76186.84,27.96,19459.76
CUST05333,Arjun Sharma,8,23,272418.37,65321.3,23.98,34052.3
CUST03350,Priya Deshmukh,11,25,272364.3,69930.6,25.68,24760.39
CUST02943,Rahul Kumar,12,23,272355.98,74322.44,27.29,22696.33
CUST05884,Arjun Sharma,14,25,272300.74,81574.75,29.96,19450.05
CUST02584,Karan Joshi,15,36,272279.62,74570.58,27.39,18151.97
CUST05143,Meera Shah,10,30,272265.06,83325.39,30.6,27226.51
CUST03854,Aditya Gupta,12,33,272221.37,51641.12,18.97,22685.11
CUST02442,Kavya Nair,9,31,272204.0,44293.48,16.27,30244.89
CUST03939,Aarav Joshi,14,33,272178.38,74882.88,27.51,19441.31
CUST02296,Sneha Nair,13,38,272177.11,57653.81,21.18,20936.7
CUST01145,Sneha Shah,14,32,272151.11,70737.09,25.99,19439.36
CUST05758,Pooja Nair,15,29,272139.57,68123.03,25.03,18142.64
CUST01490,Pooja Gupta,16,35,272114.36,83599.1,30.72,17007.15
