Customer_ID,Customer_Name,Total_Orders,Units_Sold,Revenue,Profit,Revenue_Rank,Revenue_Contribution_Percent,Cumulative_Revenue_Percent,Revenue_Concentration_Segment
CUST05532,Amit Joshi,11,29,273035.9,68215.04,1658,0.0201,41.267,Core Revenue Contributors
CUST03662,Karan Gupta,15,33,272963.24,80745.96,1659,0.02,41.2871,Core Revenue Contributors
CUST04277,Priya Kumar,10,29,272954.82,58860.59,1660,0.02,41.3071,Core Revenue Contributors
CUST03163,Vivaan Mehta,15,28,272898.49,68343.37,1661,0.02,41.3272,Core Revenue Contributors
CUST00654,Kavya Gupta,11,34,272871.41,55266.13,1662,0.02,41.3472,Core Revenue Contributors
CUST01180,Aditya Gupta,12,36,272796.13,58847.82,1663,0.02,41.3672,Core Revenue Contributors
CUST04211,Kavya Gupta,11,28,272736.72,59782.32,1664,0.02,41.3873,Core Revenue Contributors
CUST03417,Kavya Singh,14,31,272615.74,78536.07,1665,0.02,41.4073,Core Revenue Contributors
CUST04968,Rahul Sharma,14,29,272576.85,56989.11,1666,0.02,41.4273,Core Revenue Contributors
CUST00464,Rohan Verma,18,37,272541.57,54292.22,1667,0.02,41.4473,Core Revenue Contributors
CUST05087,Rahul Joshi,15,36,272482.11,65399.98,1668,0.02,41.4673,Core Revenue Contributors
CUST05241,Amit Verma,14,33,272457.8,83254.13,1669,0.02,41.4873,Core Revenue Contributors
CUST03247,Ananya Singh,14,29,272436.6,76186.84,1670,0.02,41.5073,Core Revenue Contributors
CUST05333,Arjun Sharma,8,23,272418.37,65321.3,1671,0.02,41.5273,Core Revenue Contributors
CUST03350,Priya Deshmukh,11,25,272364.3,69930.6,1672,0.02,41.5474,Core Revenue Contributors
CUST02943,Rahul Kumar,12,23,272355.98,74322.44,1673,0.02,41.5674,Core Revenue Contributors
CUST05884,Arjun Sharma,14,25,272300.74,81574.75,1674,0.02,41.5874,Core Revenue Contributors
CUST02584,Karan Joshi,15,36,272279.62,74570.58,1675,0.02,41.6073,Core Revenue Contributors
CUST05143,Meera Shah,10,30,272265.06,83325.39,1676,0.02,41.6273,Core Revenue Contributors
CUST03854,Aditya Gupta,12,33,272221.37,51641.12,1677,0.02,41.6473,Core Revenue Contributors
CUST02442,Kavya Nair,9,31,272204.0,44293.48,1678,0.02,41.6673,Core Revenue Contributors
CUST03939,Aarav Joshi,14,33,272178.38,74882.88,1679,0.02,41.6873,Core Revenue Contributors
CUST02296,Sneha Nair,13,38,272177.11,57653.81,1680,0.02,41.7073,Core Revenue Contributors
CUST01145,Sneha Shah,14,32,272151.11,70737.09,1681,0.02,41.7273,Core Revenue Contributors
CUST05758,Pooja Nair,15,29,272139.57,68123.03,1682,0.02,41.7473,Core Revenue Contributors
CUST01490,Pooja Gupta,16,35,272114.36,83599.1,1683,0.02,41.7673,Core Revenue Contributors
CUST05499,Pooja Patil,15,33,272063.23,83590.82,1684,0.02,41.7872,Core Revenue Contributors
CUST05381,Karan Nair,17,36,271970.12,71576.6,1685,0.02,41.8072,Core Revenue Contributors
CUST05076,Karan Gupta,13,27,271963.69,77322.98,1686,0.02,41.8272,Core Revenue Contributors
CUST03085,Priya Mehta,13,34,271908.54,69498.47,1687,0.02,41.8472,Core Revenue Contributors
CUST01481,Arjun Verma,19,39,271874.65,62637.28,1688,0.02,41.8671,Core Revenue Contributors
CUST00125,Isha Gupta,13,29,271693.1,68591.08,1689,0.02,41.8871,Core Revenue Contributors
CUST01311,Rahul Kumar,17,34,271683.18,63365.29,1690,0.02,41.907,Core Revenue Contributors
CUST02351,Meera Verma,11,31,271613.95,74826.95,1691,0.0199,41.927,Core Revenue Contributors
CUST05057,Amit Kumar,13,30,271596.42,82080.4,1692,0.0199,41.9469,Core Revenue Contributors
CUST04537,Priya Shah,12,31,271543.89,64187.7,1693,0.0199,41.9669,Core Revenue Contributors
CUST04019,Sneha Mehta,16,41,271534.38,75316.25,1694,0.0199,41.9868,Core Revenue Contributors
CUST04836,Vivaan Verma,13,24,271523.52,65418.0,1695,0.0199,42.0068,Core Revenue Contributors
CUST02445,Meera Gupta,16,38,271513.37,59233.99,1696,0.0199,42.0267,Core Revenue Contributors
CUST03386,Karan Sharma,13,41,271490.92,72198.41,1697,0.0199,42.0466,Core Revenue Contributors
CUST01538,Meera Verma,16,34,271489.01,48048.35,1698,0.0199,42.0666,Core Revenue Contributors
CUST05805,Isha Kumar,17,34,271442.33,50646.37,1699,0.0199,42.0865,Core Revenue Contributors
CUST04057,Kavya Deshmukh,16,31,271437.54,73107.13,1700,0.0199,42.1064,Core Revenue Contributors
CUST05168,Kavya Gupta,11,25,271420.26,72228.75,1701,0.0199,42.1264,Core Revenue Contributors
CUST05476,Aditya Patil,16,43,271397.17,61461.95,1702,0.0199,42.1463,Core Revenue Contributors
CUST00389,Sneha Patil,18,35,271381.18,78266.7,1703,0.0199,42.1662,Core Revenue Contributors
CUST04411,Neha Gupta,9,28,271325.57,71332.5,1704,0.0199,42.1862,Core Revenue Contributors
CUST04955,Neha Sharma,15,30,271306.4,74604.96,1705,0.0199,42.2061,Core Revenue Contributors
CUST01700,Neha Joshi,11,36,271292.55,79165.52,1706,0.0199,42.226,Core Revenue Contributors
CUST01833,Aditya Verma,14,43,271290.42,47781.8,1707,0.0199,42.2459,Core Revenue Contributors
CUST04231,Kavya Kumar,11,31,271238.79,68776.52,1708,0.0199,42.2659,Core Revenue Contributors
CUST02587,Aditya Sharma,19,36,271209.91,69365.42,1709,0.0199,42.2858,Core Revenue Contributors
CUST03554,Pooja Mehta,13,32,271174.05,88934.09,1710,0.0199,42.3057,Core Revenue Contributors
CUST04919,Rahul Mhaske,13,33,271131.32,83898.66,1711,0.0199,42.3256,Core Revenue Contributors
CUST02916,Aarav Verma,15,28,271076.26,83318.74,1712,0.0199,42.3455,Core Revenue Contributors
CUST01415,Priya Deshmukh,12,27,271022.8,86073.68,1713,0.0199,42.3654,Core Revenue Contributors
CUST04951,Kavya Verma,13,31,270934.99,82588.24,1714,0.0199,42.3853,Core Revenue Contributors
CUST01095,Isha Gupta,16,32,270916.88,64374.31,1715,0.0199,42.4052,Core Revenue Contributors
CUST05160,Karan Joshi,14,32,270916.7,63856.35,1716,0.0199,42.4251,Core Revenue Contributors
CUST00141,Amit Gupta,15,33,270830.71,68978.36,1717,0.0199,42.445,Core Revenue Contributors
CUST00963,Neha Verma,12,28,270789.18,64801.11,1718,0.0199,42.4649,Core Revenue Contributors
CUST01759,Vivaan Nair,15,33,270774.06,52416.3,1719,0.0199,42.4848,Core Revenue Contributors
CUST05706,Kavya Deshmukh,10,28,270710.24,77500.53,1720,0.0199,42.5047,Core Revenue Contributors
CUST04544,Vivaan Gupta,9,25,270678.55,69774.31,1721,0.0199,42.5245,Core Revenue Contributors
CUST00012,Neha Sharma,13,26,270665.96,64901.94,1722,0.0199,42.5444,Core Revenue Contributors
CUST05917,Aditya Gupta,14,36,270612.11,62628.87,1723,0.0199,42.5643,Core Revenue Contributors
CUST02824,Ananya Patil,18,40,270591.41,60956.79,1724,0.0199,42.5842,Core Revenue Contributors
CUST00882,Arjun Joshi,13,31,270580.95,75664.05,1725,0.0199,42.604,Core Revenue Contributors
CUST04701,Aarav Shah,13,30,270580.59,60342.37,1726,0.0199,42.6239,Core Revenue Contributors
CUST03207,Amit Patil,11,32,270565.91,61832.65,1727,0.0199,42.6438,Core Revenue Contributors
CUST02689,Amit Mehta,16,39,270526.39,69352.72,1728,0.0199,42.6636,Core Revenue Contributors
CUST02164,Vivaan Kumar,14,37,270297.74,52895.99,1729,0.0199,42.6835,Core Revenue Contributors
CUST03591,Karan Patil,14,31,270283.81,78225.71,1730,0.0199,42.7033,Core Revenue Contributors
CUST01191,Kavya Singh,11,32,270173.28,77310.03,1731,0.0198,42.7232,Core Revenue Contributors
CUST02848,Karan Patil,15,37,270090.32,72216.46,1732,0.0198,42.743,Core Revenue Contributors
CUST05529,Rohan Mhaske,12,28,270061.68,85898.99,1733,0.0198,42.7629,Core Revenue Contributors
CUST03398,Kavya Verma,18,44,269955.92,64883.21,1734,0.0198,42.7827,Core Revenue Contributors
CUST03851,Meera Verma,16,31,269907.44,64788.57,1735,0.0198,42.8025,Core Revenue Contributors
CUST05501,Priya Joshi,14,41,269900.56,52249.94,1736,0.0198,42.8223,Core Revenue Contributors
CUST00081,Arjun Mehta,15,32,269886.74,60653.51,1737,0.0198,42.8421,Core Revenue Contributors
CUST02562,Pooja Verma,12,36,269817.98,69358.82,1738,0.0198,42.862,Core Revenue Contributors
CUST02557,Aarav Mhaske,13,32,269769.33,69110.18,1739,0.0198,42.8818,Core Revenue Contributors
CUST05684,Sneha Joshi,11,26,269759.69,76584.87,1740,0.0198,42.9016,Core Revenue Contributors
CUST01615,Neha Singh,14,28,269744.88,66729.1,1741,0.0198,42.9214,Core Revenue Contributors
CUST03235,Aditya Singh,13,31,269598.56,65483.98,1742,0.0198,42.9412,Core Revenue Contributors
CUST05410,Arjun Mehta,13,31,269535.46,67279.53,1743,0.0198,42.961,Core Revenue Contributors
CUST04028,Vivaan Kumar,17,34,269525.01,73126.86,1744,0.0198,42.9808,Core Revenue Contributors
CUST02480,Kavya Verma,16,39,269453.88,56693.88,1745,0.0198,43.0006,Core Revenue Contributors
CUST05710,Rohan Kumar,17,36,269438.57,77554.54,1746,0.0198,43.0204,Core Revenue Contributors
CUST03782,Aditya Kumar,14,37,269410.18,70274.89,1747,0.0198,43.0401,Core Revenue Contributors
CUST00059,Karan Deshmukh,11,25,269386.97,59606.02,1748,0.0198,43.0599,Core Revenue Contributors
CUST01127,Aditya Nair,13,29,269382.75,71625.0,1749,0.0198,43.0797,Core Revenue Contributors
CUST01480,Arjun Sharma,11,30,269225.68,77869.9,1750,0.0198,43.0995,Core Revenue Contributors
CUST02135,Priya Kumar,12,28,269180.09,66571.1,1751,0.0198,43.1193,Core Revenue Contributors
CUST03605,Arjun Patil,18,50,269161.63,68063.19,1752,0.0198,43.139,Core Revenue Contributors
CUST05656,Vivaan Sharma,10,25,269160.0,75218.92,1753,0.0198,43.1588,Core Revenue Contributors
CUST03759,Aditya Mehta,20,40,269123.71,70368.92,1754,0.0198,43.1786,Core Revenue Contributors
CUST00208,Isha Kumar,11,27,269054.61,65003.79,1755,0.0198,43.1983,Core Revenue Contributors
CUST03258,Vivaan Mhaske,17,37,269028.95,86623.91,1756,0.0198,43.2181,Core Revenue Contributors
CUST01019,Priya Shah,17,32,268993.02,65106.68,1757,0.0198,43.2378,Core Revenue Contributors
CUST01194,Vivaan Verma,14,31,268963.69,57503.46,1758,0.0198,43.2576,Core Revenue Contributors
CUST04945,Isha Patil,11,31,268916.99,61502.98,1759,0.0197,43.2773,Core Revenue Contributors
CUST03548,Rohan Nair,13,36,268766.97,64169.3,1760,0.0197,43.2971,Core Revenue Contributors
CUST04118,Karan Shah,14,29,268741.32,53443.85,1761,0.0197,43.3168,Core Revenue Contributors
CUST01392,Meera Sharma,13,30,268626.52,80407.34,1762,0.0197,43.3365,Core Revenue Contributors
CUST02886,Ananya Nair,15,35,268608.16,69574.45,1763,0.0197,43.3563,Core Revenue Contributors
CUST01928,Ananya Joshi,14,27,268472.19,70497.83,1764,0.0197,43.376,Core Revenue Contributors
CUST01771,Sneha Nair,17,35,268448.57,65911.46,1765,0.0197,43.3957,Core Revenue Contributors
CUST01820,Meera Singh,12,33,268427.94,74636.5,1766,0.0197,43.4154,Core Revenue Contributors
CUST01202,Kavya Sharma,15,41,268423.27,70325.42,1767,0.0197,43.4351,Core Revenue Contributors
CUST05791,Sneha Patil,16,35,268393.16,75473.33,1768,0.0197,43.4548,Core Revenue Contributors
CUST05283,Arjun Verma,14,32,268319.48,65292.17,1769,0.0197,43.4745,Core Revenue Contributors
CUST01909,Isha Nair,15,37,268219.16,72463.25,1770,0.0197,43.4942,Core Revenue Contributors
CUST05543,Kavya Patil,16,39,268203.22,61484.21,1771,0.0197,43.5139,Core Revenue Contributors
CUST02432,Isha Patil,13,33,268188.64,62413.6,1772,0.0197,43.5336,Core Revenue Contributors
CUST04920,Meera Mehta,13,37,268170.36,63209.63,1773,0.0197,43.5533,Core Revenue Contributors
CUST00369,Amit Verma,12,30,268166.25,51088.05,1774,0.0197,43.573,Core Revenue Contributors
CUST00934,Sneha Shah,18,36,268080.55,55883.62,1775,0.0197,43.5927,Core Revenue Contributors
CUST03378,Sneha Gupta,14,32,268070.91,58815.89,1776,0.0197,43.6124,Core Revenue Contributors
CUST03804,Meera Shah,13,32,268034.2,56899.88,1777,0.0197,43.6321,Core Revenue Contributors
CUST04340,Karan Kumar,10,26,268025.26,68217.79,1778,0.0197,43.6518,Core Revenue Contributors
CUST02917,Priya Gupta,12,33,267927.4,60717.17,1779,0.0197,43.6714,Core Revenue Contributors
CUST04417,Ananya Mhaske,14,28,267885.37,68861.77,1780,0.0197,43.6911,Core Revenue Contributors
CUST02064,Karan Verma,15,30,267819.2,66646.6,1781,0.0197,43.7108,Core Revenue Contributors
CUST04556,Sneha Mehta,11,32,267793.9,87334.38,1782,0.0197,43.7305,Core Revenue Contributors
CUST01395,Karan Patil,10,29,267792.72,48708.14,1783,0.0197,43.7501,Core Revenue Contributors
CUST04104,Meera Sharma,15,43,267783.26,62983.88,1784,0.0197,43.7698,Core Revenue Contributors
CUST05144,Vivaan Kumar,14,29,267777.17,72390.55,1785,0.0197,43.7895,Core Revenue Contributors
CUST03790,Vivaan Deshmukh,12,31,267774.41,56419.11,1786,0.0197,43.8091,Core Revenue Contributors
CUST03483,Aarav Verma,15,29,267488.11,70097.73,1787,0.0196,43.8288,Core Revenue Contributors
CUST04982,Karan Gupta,13,28,267421.77,62051.55,1788,0.0196,43.8484,Core Revenue Contributors
CUST02888,Karan Singh,16,42,267382.21,71940.88,1789,0.0196,43.868,Core Revenue Contributors
CUST00915,Aarav Deshmukh,16,37,267372.02,79169.68,1790,0.0196,43.8877,Core Revenue Contributors
CUST00573,Sneha Nair,16,40,267220.78,66705.57,1791,0.0196,43.9073,Core Revenue Contributors
CUST03225,Rohan Nair,14,40,267218.75,67675.77,1792,0.0196,43.9269,Core Revenue Contributors
CUST04720,Neha Nair,15,32,267176.79,78140.3,1793,0.0196,43.9465,Core Revenue Contributors
CUST02228,Ananya Patil,16,33,267149.29,64603.43,1794,0.0196,43.9662,Core Revenue Contributors
CUST02542,Sneha Gupta,14,33,267057.83,73775.31,1795,0.0196,43.9858,Core Revenue Contributors
CUST05559,Neha Joshi,14,34,266891.46,75400.04,1796,0.0196,44.0054,Core Revenue Contributors
CUST03539,Pooja Verma,13,35,266876.82,65658.77,1797,0.0196,44.025,Core Revenue Contributors
CUST03088,Priya Mhaske,17,43,266690.97,60683.91,1798,0.0196,44.0446,Core Revenue Contributors
CUST00297,Vivaan Patil,11,36,266570.13,60099.3,1799,0.0196,44.0641,Core Revenue Contributors
CUST03708,Meera Gupta,12,24,266512.17,72276.5,1800,0.0196,44.0837,Core Revenue Contributors
CUST03791,Kavya Sharma,12,37,266387.31,57267.84,1801,0.0196,44.1033,Core Revenue Contributors
CUST01805,Rohan Deshmukh,13,34,266365.05,55260.13,1802,0.0196,44.1228,Core Revenue Contributors
CUST03439,Karan Shah,14,39,266299.6,56409.92,1803,0.0196,44.1424,Core Revenue Contributors
CUST00137,Isha Joshi,12,28,266281.61,85832.57,1804,0.0196,44.162,Core Revenue Contributors
CUST04369,Aditya Gupta,14,32,266226.9,64902.48,1805,0.0196,44.1815,Core Revenue Contributors
CUST02274,Rahul Singh,16,35,266216.19,60360.85,1806,0.0196,44.2011,Core Revenue Contributors
CUST04517,Kavya Sharma,15,46,266162.73,63734.98,1807,0.0195,44.2206,Core Revenue Contributors
CUST03192,Arjun Nair,10,31,266156.66,51532.58,1808,0.0195,44.2402,Core Revenue Contributors
CUST04710,Kavya Sharma,13,36,266019.28,83922.73,1809,0.0195,44.2597,Core Revenue Contributors
CUST05294,Priya Patil,13,32,266016.54,67308.9,1810,0.0195,44.2792,Core Revenue Contributors
CUST02585,Aarav Patil,10,24,265932.78,58039.67,1811,0.0195,44.2988,Core Revenue Contributors
CUST03174,Aarav Deshmukh,13,34,265928.49,67377.3,1812,0.0195,44.3183,Core Revenue Contributors
CUST03283,Amit Verma,13,35,265859.48,84710.97,1813,0.0195,44.3378,Core Revenue Contributors
CUST03499,Pooja Joshi,16,36,265841.2,57429.95,1814,0.0195,44.3573,Core Revenue Contributors
CUST02649,Aarav Verma,13,39,265828.15,67063.46,1815,0.0195,44.3769,Core Revenue Contributors
CUST01159,Ananya Shah,18,37,265809.89,68119.0,1816,0.0195,44.3964,Core Revenue Contributors
CUST03716,Vivaan Joshi,14,37,265726.97,80409.38,1817,0.0195,44.4159,Core Revenue Contributors
CUST03897,Amit Singh,13,36,265722.82,71005.17,1818,0.0195,44.4354,Core Revenue Contributors
CUST05460,Rohan Mhaske,15,35,265701.58,58396.34,1819,0.0195,44.4549,Core Revenue Contributors
CUST05725,Amit Joshi,18,44,265678.83,58590.62,1820,0.0195,44.4744,Core Revenue Contributors
CUST04583,Kavya Singh,11,32,265653.45,68367.45,1821,0.0195,44.494,Core Revenue Contributors
CUST04365,Isha Patil,14,33,265596.48,74655.4,1822,0.0195,44.5135,Core Revenue Contributors
CUST00604,Rohan Sharma,13,24,265483.68,63282.57,1823,0.0195,44.533,Core Revenue Contributors
CUST05932,Meera Verma,14,31,265477.48,69252.96,1824,0.0195,44.5525,Core Revenue Contributors
CUST05112,Aarav Joshi,14,34,265416.24,69635.33,1825,0.0195,44.5719,Core Revenue Contributors
CUST00356,Isha Nair,12,31,265357.23,75664.18,1826,0.0195,44.5914,Core Revenue Contributors
CUST02861,Sneha Nair,14,35,265318.48,62004.08,1827,0.0195,44.6109,Core Revenue Contributors
CUST05797,Kavya Deshmukh,12,36,265219.25,65713.13,1828,0.0195,44.6304,Core Revenue Contributors
CUST00047,Isha Mhaske,10,29,265192.15,59058.34,1829,0.0195,44.6499,Core Revenue Contributors
CUST05269,Pooja Mhaske,11,34,265094.26,63395.13,1830,0.0195,44.6693,Core Revenue Contributors
CUST04171,Rahul Singh,16,38,265058.72,59328.76,1831,0.0195,44.6888,Core Revenue Contributors
CUST05961,Neha Deshmukh,10,32,264977.49,55390.13,1832,0.0195,44.7083,Core Revenue Contributors
CUST04239,Ananya Singh,18,29,264939.98,60987.22,1833,0.0195,44.7277,Core Revenue Contributors
CUST00029,Aarav Nair,15,33,264915.73,72878.44,1834,0.0195,44.7472,Core Revenue Contributors
CUST04246,Pooja Kumar,16,50,264883.86,66848.07,1835,0.0195,44.7666,Core Revenue Contributors
CUST01069,Meera Sharma,11,28,264842.89,73247.21,1836,0.0195,44.7861,Core Revenue Contributors
CUST00837,Aarav Mehta,12,30,264803.0,64851.06,1837,0.0194,44.8055,Core Revenue Contributors
CUST02909,Rohan Singh,11,29,264743.47,58823.96,1838,0.0194,44.825,Core Revenue Contributors
CUST02531,Arjun Deshmukh,18,41,264742.96,62448.88,1839,0.0194,44.8444,Core Revenue Contributors
CUST04688,Priya Deshmukh,16,39,264739.45,76427.37,1840,0.0194,44.8639,Core Revenue Contributors
CUST03988,Ananya Gupta,16,38,264738.37,55270.69,1841,0.0194,44.8833,Core Revenue Contributors
CUST02455,Arjun Kumar,11,28,264738.33,62102.67,1842,0.0194,44.9027,Core Revenue Contributors
CUST04047,Ananya Gupta,11,24,264600.16,67741.15,1843,0.0194,44.9222,Core Revenue Contributors
CUST02947,Vivaan Kumar,11,24,264376.51,64030.37,1844,0.0194,44.9416,Core Revenue Contributors
CUST02764,Neha Verma,16,40,264371.81,53445.41,1845,0.0194,44.961,Core Revenue Contributors
CUST05728,Kavya Mehta,12,30,264369.92,54646.39,1846,0.0194,44.9804,Core Revenue Contributors
CUST00550,Arjun Kumar,14,34,264364.99,56435.89,1847,0.0194,44.9998,Core Revenue Contributors
CUST00138,Aarav Deshmukh,13,28,264232.18,54576.32,1848,0.0194,45.0192,Core Revenue Contributors
CUST05300,Ananya Joshi,17,31,264196.81,70478.43,1849,0.0194,45.0387,Core Revenue Contributors
CUST04791,Amit Mehta,10,29,264178.02,56550.87,1850,0.0194,45.0581,Core Revenue Contributors
CUST02467,Aarav Kumar,15,29,264141.69,57552.4,1851,0.0194,45.0775,Core Revenue Contributors
CUST02652,Rahul Kumar,16,37,264082.28,73697.86,1852,0.0194,45.0968,Core Revenue Contributors
CUST03183,Aarav Shah,9,24,264062.81,68579.01,1853,0.0194,45.1162,Core Revenue Contributors
CUST05772,Neha Mehta,10,28,264038.25,76528.4,1854,0.0194,45.1356,Core Revenue Contributors
CUST05928,Sneha Singh,14,33,263886.16,68881.89,1855,0.0194,45.155,Core Revenue Contributors
CUST05459,Arjun Verma,12,38,263885.12,61793.36,1856,0.0194,45.1744,Core Revenue Contributors
CUST05619,Amit Deshmukh,10,30,263769.03,67235.12,1857,0.0194,45.1938,Core Revenue Contributors
CUST05401,Vivaan Singh,14,31,263761.05,66656.55,1858,0.0194,45.2131,Core Revenue Contributors
CUST05017,Rahul Kumar,13,31,263733.07,68457.17,1859,0.0194,45.2325,Core Revenue Contributors
CUST03616,Meera Kumar,11,28,263627.31,69330.45,1860,0.0194,45.2519,Core Revenue Contributors
CUST04966,Meera Joshi,12,35,263568.57,64505.96,1861,0.0194,45.2712,Core Revenue Contributors
CUST05389,Aditya Mhaske,9,27,263562.86,52616.65,1862,0.0194,45.2906,Core Revenue Contributors
CUST03427,Neha Patil,15,28,263497.03,75358.71,1863,0.0194,45.3099,Core Revenue Contributors
CUST01405,Kavya Verma,17,42,263450.18,56367.17,1864,0.0193,45.3293,Core Revenue Contributors
CUST04113,Sneha Singh,14,35,263399.04,69883.06,1865,0.0193,45.3486,Core Revenue Contributors
CUST05685,Amit Mehta,18,38,263353.29,73795.54,1866,0.0193,45.368,Core Revenue Contributors
CUST00761,Pooja Gupta,12,35,263268.23,54180.2,1867,0.0193,45.3873,Core Revenue Contributors
CUST01563,Rahul Deshmukh,15,32,263229.62,67432.04,1868,0.0193,45.4066,Core Revenue Contributors
CUST04973,Aditya Sharma,12,38,263209.09,61024.9,1869,0.0193,45.426,Core Revenue Contributors
CUST03233,Rahul Shah,14,28,263194.59,65993.3,1870,0.0193,45.4453,Core Revenue Contributors
CUST04681,Priya Gupta,10,31,263179.46,60992.5,1871,0.0193,45.4646,Core Revenue Contributors
CUST00999,Rahul Nair,12,29,263138.99,80333.1,1872,0.0193,45.4839,Core Revenue Contributors
CUST00849,Pooja Shah,13,44,263093.59,68296.22,1873,0.0193,45.5033,Core Revenue Contributors
CUST01476,Rohan Shah,13,32,263005.55,60833.38,1874,0.0193,45.5226,Core Revenue Contributors
CUST03864,Priya Shah,13,33,263003.15,67081.7,1875,0.0193,45.5419,Core Revenue Contributors
CUST01758,Neha Gupta,14,26,262994.18,62957.7,1876,0.0193,45.5612,Core Revenue Contributors
CUST00180,Vivaan Mhaske,17,41,262819.76,72259.63,1877,0.0193,45.5805,Core Revenue Contributors
CUST00967,Rahul Joshi,12,28,262813.74,59315.28,1878,0.0193,45.5998,Core Revenue Contributors
CUST03556,Neha Verma,16,30,262805.35,60138.57,1879,0.0193,45.6191,Core Revenue Contributors
CUST00578,Meera Nair,19,40,262750.8,57039.7,1880,0.0193,45.6384,Core Revenue Contributors
CUST03446,Isha Sharma,15,35,262717.29,71123.83,1881,0.0193,45.6577,Core Revenue Contributors
CUST03796,Sneha Joshi,12,26,262523.96,69406.91,1882,0.0193,45.677,Core Revenue Contributors
CUST03171,Meera Kumar,12,33,262513.98,66472.25,1883,0.0193,45.6963,Core Revenue Contributors
CUST03294,Ananya Verma,11,31,262481.34,50717.15,1884,0.0193,45.7155,Core Revenue Contributors
CUST04932,Karan Patil,16,35,262464.63,65342.97,1885,0.0193,45.7348,Core Revenue Contributors
CUST00645,Vivaan Gupta,13,34,262444.62,64855.03,1886,0.0193,45.7541,Core Revenue Contributors
CUST02726,Aarav Sharma,13,33,262382.58,68927.35,1887,0.0193,45.7734,Core Revenue Contributors
CUST05228,Aditya Nair,16,30,262371.89,62374.25,1888,0.0193,45.7926,Core Revenue Contributors
CUST05538,Neha Nair,14,32,262358.36,70741.4,1889,0.0193,45.8119,Core Revenue Contributors
CUST01653,Rahul Gupta,16,35,262300.65,52319.25,1890,0.0193,45.8312,Core Revenue Contributors
CUST05683,Rohan Sharma,10,27,262225.89,72004.9,1891,0.0193,45.8504,Core Revenue Contributors
CUST05490,Rohan Shah,12,23,262205.49,67460.16,1892,0.0193,45.8697,Core Revenue Contributors
CUST04989,Isha Singh,13,32,262153.59,63430.14,1893,0.0193,45.8889,Core Revenue Contributors
CUST05673,Priya Gupta,14,28,262088.04,70986.72,1894,0.0192,45.9082,Core Revenue Contributors
CUST05467,Kavya Shah,13,27,262020.45,52832.13,1895,0.0192,45.9274,Core Revenue Contributors
CUST05413,Karan Sharma,14,29,262017.82,73987.28,1896,0.0192,45.9467,Core Revenue Contributors
CUST04539,Vivaan Joshi,14,38,262002.19,69704.09,1897,0.0192,45.9659,Core Revenue Contributors
CUST03209,Rahul Mehta,14,27,261998.85,62637.01,1898,0.0192,45.9852,Core Revenue Contributors
CUST04634,Arjun Kumar,17,38,261985.59,68423.21,1899,0.0192,46.0044,Core Revenue Contributors
CUST04001,Priya Kumar,14,35,261876.95,54445.22,1900,0.0192,46.0236,Core Revenue Contributors
CUST00592,Amit Verma,14,23,261823.55,78991.26,1901,0.0192,46.0429,Core Revenue Contributors
CUST01079,Aditya Mehta,13,32,261757.22,68438.8,1902,0.0192,46.0621,Core Revenue Contributors
CUST04826,Rohan Joshi,10,30,261747.06,73141.33,1903,0.0192,46.0813,Core Revenue Contributors
CUST05452,Meera Deshmukh,14,32,261685.73,48216.11,1904,0.0192,46.1005,Core Revenue Contributors
CUST04329,Vivaan Mehta,12,34,261683.46,56509.43,1905,0.0192,46.1197,Core Revenue Contributors
CUST05774,Arjun Nair,14,31,261650.69,40302.0,1906,0.0192,46.139,Core Revenue Contributors
CUST01217,Kavya Shah,12,28,261534.11,54089.82,1907,0.0192,46.1582,Core Revenue Contributors
CUST04689,Pooja Gupta,15,34,261528.92,47906.56,1908,0.0192,46.1774,Core Revenue Contributors
CUST02482,Ananya Kumar,14,36,261515.38,73387.56,1909,0.0192,46.1966,Core Revenue Contributors
CUST05258,Aditya Singh,10,32,261437.28,68373.72,1910,0.0192,46.2158,Core Revenue Contributors
CUST03029,Karan Sharma,17,41,261367.34,72424.31,1911,0.0192,46.235,Core Revenue Contributors
CUST00903,Kavya Deshmukh,14,31,261343.09,73248.44,1912,0.0192,46.2542,Core Revenue Contributors
CUST00108,Sneha Verma,13,30,261341.45,51284.28,1913,0.0192,46.2734,Core Revenue Contributors
CUST05343,Kavya Mhaske,14,39,261335.99,64708.18,1914,0.0192,46.2925,Core Revenue Contributors
CUST00621,Vivaan Singh,15,27,261331.13,63534.28,1915,0.0192,46.3117,Core Revenue Contributors
CUST04769,Ananya Mhaske,13,33,261319.68,60397.88,1916,0.0192,46.3309,Core Revenue Contributors
CUST02574,Arjun Joshi,13,41,261318.16,61557.14,1917,0.0192,46.3501,Core Revenue Contributors
CUST04871,Pooja Deshmukh,14,38,261279.37,56604.29,1918,0.0192,46.3693,Core Revenue Contributors
CUST02112,Kavya Patil,13,36,261268.07,52533.45,1919,0.0192,46.3885,Core Revenue Contributors
CUST01108,Rohan Joshi,16,31,261259.77,74491.47,1920,0.0192,46.4077,Core Revenue Contributors
CUST04044,Rohan Gupta,15,30,261163.19,54559.46,1921,0.0192,46.4269,Core Revenue Contributors
CUST04794,Aarav Gupta,17,35,261161.3,64583.39,1922,0.0192,46.446,Core Revenue Contributors
CUST00776,Pooja Mehta,10,28,261067.63,80971.88,1923,0.0192,46.4652,Core Revenue Contributors
