Customer_ID,Customer_Name,Total_Orders,Units_Sold,Revenue,Profit,Profit_Margin_Percent,Revenue_Rank,Profit_Rank,Customer_Row_Number,Revenue_Quartile,Customer_Value_Segment
CUST01549,Aditya Verma,13,33,285520.7,72388.0,25.35,1420,1356,1420,1,High Value
CUST01290,Aditya Patil,14,41,285423.06,34922.35,12.24,1421,4753,1421,1,High Value
CUST04552,Pooja Singh,13,35,285260.9,63135.12,22.13,1422,2053,1422,1,High Value
CUST05531,Arjun Kumar,11,37,285245.31,68908.08,24.16,1423,1596,1423,1,High Value
CUST04427,Karan Sharma,16,33,285206.38,79616.01,27.92,1424,950,1424,1,High Value
CUST02607,Rahul Gupta,12,26,285093.02,76298.59,26.76,1425,1122,1425,1,High Value
CUST03873,Meera Nair,16,40,285087.7,77841.14,27.3,1426,1036,1426,1,High Value
CUST05923,Arjun Deshmukh,14,28,285081.54,92053.63,32.29,1427,476,1427,1,High Value
CUST05847,Isha Deshmukh,15,36,285066.83,70784.37,24.83,1428,1462,1428,1,High Value
CUST05103,Rohan Mhaske,15,33,284983.62,72119.63,25.31,1429,1377,1429,1,High Value
CUST04835,Arjun Patil,14,44,284965.1,68811.17,24.15,1430,1604,1430,1,High Value
CUST04625,Meera Mehta,14,35,284882.33,71234.63,25.0,1431,1429,1431,1,High Value
CUST02128,Priya Verma,17,38,284882.06,54317.52,19.07,1432,2845,1432,1,High Value
CUST05778,Neha Mehta,19,37,284759.82,63470.67,22.29,1433,2024,1433,1,High Value
CUST01011,Isha Kumar,13,40,284735.22,62523.6,21.96,1434,2113,1434,1,High Value
CUST02799,Ananya Gupta,15,31,284732.15,75516.43,26.52,1435,1163,1435,1,High Value
CUST00589,Neha Joshi,15,36,284676.09,69778.96,24.51,1436,1532,1436,1,High Value
CUST01842,Rahul Gupta,14,40,284578.1,79342.25,27.88,1437,961,1437,1,High Value
CUST04441,Aarav Singh,15,40,284520.21,62090.44,21.82,1438,2142,1438,1,High Value
CUST04884,Vivaan Singh,14,39,284454.25,71300.1,25.07,1439,1424,1439,1,High Value
CUST03432,Aditya Deshmukh,12,35,284408.88,56464.96,19.85,1440,2653,1440,1,High Value
CUST01343,Pooja Shah,17,45,284268.39,68003.94,23.92,1441,1677,1441,1,High Value
CUST04182,Aditya Shah,12,35,284155.27,71374.21,25.12,1442,1420,1442,1,High Value
CUST00226,Priya Joshi,17,46,284102.83,69191.97,24.35,1443,1579,1443,1,High Value
CUST05313,Isha Deshmukh,16,29,283878.35,70006.02,24.66,1444,1519,1444,1,High Value
CUST01530,Pooja Patil,14,32,283853.17,66916.88,23.57,1445,1757,1445,1,High Value
CUST03589,Kavya Patil,13,33,283611.16,79065.5,27.88,1446,972,1446,1,High Value
CUST03315,Isha Joshi,14,31,283609.41,56002.83,19.75,1447,2703,1447,1,High Value
CUST00768,Ananya Singh,13,33,283495.23,58304.28,20.57,1448,2490,1448,1,High Value
CUST04284,Pooja Sharma,10,31,283369.95,83081.46,29.32,1449,791,1449,1,High Value
CUST00493,Rahul Joshi,20,38,283353.79,77804.83,27.46,1450,1037,1450,1,High Value
CUST02836,Neha Deshmukh,21,41,283313.62,64626.71,22.81,1451,1926,1451,1,High Value
CUST05871,Aditya Patil,13,44,283308.42,52049.22,18.37,1452,3067,1452,1,High Value
CUST01351,Sneha Gupta,12,35,283302.61,68334.77,24.12,1453,1652,1453,1,High Value
CUST02904,Aditya Nair,13,31,283118.95,64521.95,22.79,1454,1940,1454,1,High Value
CUST04789,Amit Singh,13,28,283074.49,79326.68,28.02,1455,962,1455,1,High Value
CUST05433,Ananya Mhaske,14,32,282976.35,74717.62,26.4,1456,1213,1456,1,High Value
CUST03863,Amit Verma,16,39,282790.83,66070.16,23.36,1457,1820,1457,1,High Value
CUST03819,Vivaan Shah,15,41,282692.5,76175.11,26.95,1458,1130,1458,1,High Value
CUST05065,Isha Kumar,16,32,282527.15,67971.98,24.06,1459,1679,1459,1,High Value
CUST01705,Meera Deshmukh,20,51,282526.42,54192.93,19.18,1460,2857,1460,1,High Value
CUST01934,Ananya Joshi,18,43,282404.96,69748.62,24.7,1461,1534,1461,1,High Value
CUST05690,Karan Mhaske,14,35,282384.34,64938.61,23.0,1462,1893,1462,1,High Value
CUST03679,Pooja Deshmukh,17,35,282382.41,69394.94,24.57,1463,1563,1463,1,High Value
CUST02775,Meera Gupta,15,36,282350.92,72301.96,25.61,1464,1364,1464,1,High Value
CUST05995,Arjun Deshmukh,9,23,282333.6,73797.35,26.14,1465,1270,1465,1,High Value
CUST03892,Kavya Sharma,13,32,282235.58,62000.55,21.97,1466,2154,1466,1,High Value
CUST05070,Pooja Deshmukh,11,29,282228.64,89897.23,31.85,1467,534,1467,1,High Value
CUST00865,Arjun Verma,18,43,282211.44,69831.02,24.74,1468,1530,1468,1,High Value
CUST02814,Isha Joshi,13,31,282207.67,80662.28,28.58,1469,910,1469,1,High Value
CUST05150,Pooja Deshmukh,17,40,282121.53,72492.77,25.7,1470,1346,1470,1,High Value
CUST04647,Isha Verma,19,40,282003.85,51164.36,18.14,1471,3158,1471,1,High Value
CUST01432,Amit Kumar,13,32,281864.95,72193.96,25.61,1472,1373,1472,1,High Value
CUST00274,Rohan Sharma,15,31,281855.82,81023.19,28.75,1473,887,1473,1,High Value
CUST04807,Neha Patil,14,34,281798.0,74716.2,26.51,1474,1214,1474,1,High Value
CUST00990,Priya Gupta,15,40,281780.13,61285.22,21.75,1475,2210,1475,1,High Value
CUST01787,Aarav Gupta,11,31,281766.92,49083.44,17.42,1476,3358,1476,1,High Value
CUST02791,Aditya Verma,15,37,281662.31,50995.0,18.11,1477,3172,1477,1,High Value
CUST00513,Rohan Mhaske,17,48,281646.43,60553.39,21.5,1478,2273,1478,1,High Value
CUST03778,Aarav Singh,14,32,281645.9,68593.59,24.35,1479,1627,1479,1,High Value
CUST05912,Priya Mhaske,14,35,281520.51,59193.64,21.03,1480,2413,1480,1,High Value
CUST01542,Ananya Gupta,15,32,281437.08,62214.27,22.11,1481,2135,1481,1,High Value
CUST05965,Pooja Patil,18,45,281409.16,65999.2,23.45,1482,1824,1482,1,High Value
CUST00188,Priya Kumar,17,32,281368.98,75621.93,26.88,1483,1155,1483,1,High Value
CUST03098,Arjun Deshmukh,16,47,281332.28,60407.88,21.47,1484,2283,1484,1,High Value
CUST04078,Meera Patil,16,30,281326.48,54232.02,19.28,1485,2852,1485,1,High Value
CUST02336,Priya Sharma,17,32,281235.05,72833.69,25.9,1486,1332,1486,1,High Value
CUST04888,Karan Deshmukh,14,30,281184.15,70995.21,25.25,1487,1449,1487,1,High Value
CUST01092,Sneha Gupta,15,37,281149.09,57897.2,20.59,1488,2529,1488,1,High Value
CUST01608,Aarav Nair,16,37,281112.9,66890.35,23.79,1489,1759,1489,1,High Value
CUST04609,Priya Nair,12,33,280879.27,64197.96,22.86,1490,1972,1490,1,High Value
CUST05450,Arjun Patil,10,34,280862.44,85742.34,30.53,1491,679,1491,1,High Value
CUST00533,Arjun Patil,17,32,280809.07,65763.48,23.42,1492,1834,1492,1,High Value
CUST05142,Pooja Sharma,18,40,280804.95,60699.39,21.62,1493,2258,1493,1,High Value
CUST00807,Vivaan Patil,13,31,280753.58,76894.67,27.39,1494,1084,1494,1,High Value
CUST03042,Neha Verma,18,50,280747.91,49986.5,17.8,1495,3260,1495,1,High Value
CUST02634,Amit Deshmukh,16,35,280732.62,64269.53,22.89,1496,1968,1496,1,High Value
CUST00463,Ananya Kumar,14,29,280618.37,77579.24,27.65,1497,1048,1497,1,High Value
CUST03563,Ananya Joshi,17,35,280510.77,64261.0,22.91,1498,1969,1498,1,High Value
CUST04260,Vivaan Mehta,16,39,280485.48,65462.8,23.34,1499,1860,1499,1,High Value
CUST05678,Kavya Sharma,15,37,280480.2,75923.58,27.07,1500,1140,1500,1,High Value
CUST01420,Pooja Mehta,9,24,280384.5,52721.51,18.8,1501,2997,1501,2,Medium-High Value
CUST00920,Neha Patil,14,33,280357.29,54373.92,19.39,1502,2840,1502,2,Medium-High Value
CUST02580,Kavya Joshi,15,41,280352.79,61188.37,21.83,1503,2217,1503,2,Medium-High Value
CUST04763,Amit Kumar,13,26,280286.12,86547.59,30.88,1504,640,1504,2,Medium-High Value
CUST00531,Karan Shah,14,37,280285.64,58636.29,20.92,1505,2468,1505,2,Medium-High Value
CUST00259,Priya Gupta,16,43,280276.73,64528.59,23.02,1506,1939,1506,2,Medium-High Value
CUST04855,Meera Gupta,15,29,280259.23,72774.66,25.97,1507,1334,1507,2,Medium-High Value
CUST05403,Aarav Mehta,12,30,280247.05,90596.46,32.33,1508,521,1508,2,Medium-High Value
CUST00931,Amit Patil,11,30,280228.25,52031.22,18.57,1509,3070,1509,2,Medium-High Value
CUST04857,Karan Gupta,16,37,280149.56,79242.96,28.29,1510,966,1510,2,Medium-High Value
CUST02855,Vivaan Sharma,18,37,280144.61,64792.66,23.13,1511,1911,1511,2,Medium-High Value
CUST01726,Pooja Joshi,13,32,280117.23,72093.82,25.74,1512,1379,1512,2,Medium-High Value
CUST00968,Amit Nair,13,42,279974.3,67277.05,24.03,1513,1729,1513,2,Medium-High Value
CUST05172,Neha Kumar,17,36,279915.39,79511.9,28.41,1514,956,1514,2,Medium-High Value
CUST00491,Pooja Patil,19,45,279904.14,89774.92,32.07,1515,538,1515,2,Medium-High Value
CUST00936,Rahul Nair,15,31,279889.69,76331.32,27.27,1516,1119,1516,2,Medium-High Value
CUST05530,Neha Verma,14,31,279756.46,69197.98,24.74,1517,1577,1517,2,Medium-High Value
CUST01123,Meera Shah,11,29,279722.85,73581.69,26.31,1518,1283,1518,2,Medium-High Value
CUST02594,Arjun Nair,14,37,279670.96,62441.43,22.33,1519,2119,1519,2,Medium-High Value
CUST01936,Aarav Patil,20,36,279415.72,72587.9,25.98,1520,1338,1520,2,Medium-High Value
CUST02858,Kavya Gupta,13,39,279353.83,61521.85,22.02,1521,2191,1521,2,Medium-High Value
CUST04249,Isha Deshmukh,14,32,279328.03,64765.83,23.19,1522,1913,1522,2,Medium-High Value
CUST03138,Aarav Mhaske,15,32,279315.6,48652.14,17.42,1523,3398,1523,2,Medium-High Value
CUST05154,Rahul Patil,13,31,279307.71,59479.39,21.3,1524,2384,1524,2,Medium-High Value
CUST04023,Amit Singh,14,32,279306.69,60663.33,21.72,1525,2262,1525,2,Medium-High Value
CUST02608,Vivaan Gupta,17,36,279237.14,72342.66,25.91,1526,1358,1526,2,Medium-High Value
CUST01467,Karan Kumar,17,40,279101.09,79701.31,28.56,1527,946,1527,2,Medium-High Value
CUST00713,Rohan Gupta,15,29,279077.14,70382.01,25.22,1528,1489,1528,2,Medium-High Value
CUST03995,Ananya Mehta,13,32,278914.79,62424.33,22.38,1529,2122,1529,2,Medium-High Value
CUST01367,Arjun Deshmukh,16,38,278715.42,89684.44,32.18,1530,542,1530,2,Medium-High Value
CUST02630,Arjun Joshi,12,35,278699.3,72882.84,26.15,1531,1329,1531,2,Medium-High Value
CUST00040,Amit Nair,16,47,278680.67,58218.31,20.89,1532,2494,1532,2,Medium-High Value
CUST03076,Vivaan Mhaske,13,31,278666.46,59612.5,21.39,1533,2369,1533,2,Medium-High Value
CUST00110,Amit Mhaske,12,35,278658.39,77446.73,27.79,1534,1054,1534,2,Medium-High Value
CUST03186,Aditya Mhaske,13,32,278654.11,78694.69,28.24,1535,993,1535,2,Medium-High Value
CUST04109,Vivaan Deshmukh,16,36,278617.61,65493.89,23.51,1536,1854,1536,2,Medium-High Value
CUST01664,Priya Sharma,14,33,278534.71,83748.8,30.07,1537,756,1537,2,Medium-High Value
CUST00478,Isha Mhaske,13,34,278501.16,62966.62,22.61,1538,2065,1538,2,Medium-High Value
CUST04455,Priya Kumar,11,35,278318.04,70618.67,25.37,1539,1469,1539,2,Medium-High Value
CUST02270,Ananya Verma,14,34,278317.52,65202.37,23.43,1540,1881,1540,2,Medium-High Value
CUST04612,Isha Sharma,13,39,278173.92,66402.93,23.87,1541,1803,1541,2,Medium-High Value
CUST01663,Kavya Joshi,12,26,278155.54,80923.39,29.09,1542,895,1542,2,Medium-High Value
CUST01945,Neha Shah,12,32,278042.59,74710.89,26.87,1543,1215,1543,2,Medium-High Value
CUST01427,Neha Mhaske,17,42,277982.04,67412.5,24.25,1544,1720,1544,2,Medium-High Value
CUST02520,Rohan Sharma,19,44,277959.3,60631.46,21.81,1545,2267,1545,2,Medium-High Value
CUST04444,Isha Sharma,15,42,277943.52,63811.76,22.96,1546,2001,1546,2,Medium-High Value
CUST03646,Rohan Nair,17,45,277917.39,66429.14,23.9,1547,1800,1547,2,Medium-High Value
CUST01336,Vivaan Gupta,18,36,277915.77,65618.41,23.61,1548,1849,1548,2,Medium-High Value
CUST01620,Rahul Kumar,11,31,277894.21,59493.95,21.41,1549,2382,1549,2,Medium-High Value
CUST04663,Kavya Mehta,14,40,277882.99,59368.64,21.36,1550,2395,1550,2,Medium-High Value
CUST03164,Neha Nair,13,34,277712.28,78174.85,28.15,1551,1021,1551,2,Medium-High Value
CUST03583,Aarav Sharma,12,31,277704.05,73994.33,26.65,1552,1256,1552,2,Medium-High Value
CUST00745,Karan Sharma,15,34,277698.89,80478.51,28.98,1553,915,1553,2,Medium-High Value
CUST04703,Priya Mehta,17,40,277683.65,81640.94,29.4,1554,863,1554,2,Medium-High Value
CUST04161,Rahul Sharma,15,33,277683.51,57947.45,20.87,1555,2527,1555,2,Medium-High Value
CUST04342,Sneha Joshi,12,35,277623.15,67021.61,24.14,1556,1750,1556,2,Medium-High Value
CUST04425,Meera Shah,13,31,277588.0,60118.21,21.66,1557,2324,1557,2,Medium-High Value
CUST02471,Priya Deshmukh,20,43,277478.37,71384.52,25.73,1558,1419,1558,2,Medium-High Value
CUST03337,Isha Shah,15,37,277477.99,76549.1,27.59,1559,1103,1559,2,Medium-High Value
CUST03753,Sneha Patil,11,28,277400.49,77934.95,28.09,1560,1031,1560,2,Medium-High Value
CUST02340,Karan Sharma,13,32,277354.7,68785.13,24.8,1561,1608,1561,2,Medium-High Value
CUST03146,Neha Verma,12,34,277275.27,71120.04,25.65,1562,1436,1562,2,Medium-High Value
CUST03388,Karan Patil,17,43,277178.31,71802.89,25.9,1563,1398,1563,2,Medium-High Value
CUST00680,Kavya Sharma,15,35,277170.36,73560.31,26.54,1564,1286,1564,2,Medium-High Value
CUST00126,Karan Gupta,14,41,277050.01,78405.51,28.3,1565,1010,1565,2,Medium-High Value
CUST05694,Neha Kumar,13,32,277038.08,70173.59,25.33,1566,1504,1566,2,Medium-High Value
CUST05926,Rahul Nair,9,25,276942.08,62849.27,22.69,1567,2075,1567,2,Medium-High Value
CUST01185,Arjun Patil,14,38,276918.79,60554.07,21.87,1568,2272,1568,2,Medium-High Value
CUST05991,Rohan Mhaske,13,27,276773.86,71611.84,25.87,1569,1408,1569,2,Medium-High Value
CUST01960,Aditya Sharma,12,30,276741.24,72313.58,26.13,1570,1362,1570,2,Medium-High Value
CUST03135,Neha Nair,10,32,276679.86,74204.27,26.82,1571,1249,1571,2,Medium-High Value
CUST04758,Kavya Kumar,15,43,276611.01,59997.07,21.69,1572,2335,1572,2,Medium-High Value
CUST05380,Rohan Patil,13,35,276566.95,83482.25,30.19,1573,764,1573,2,Medium-High Value
CUST03678,Ananya Kumar,19,37,276525.83,53276.65,19.27,1574,2949,1574,2,Medium-High Value
CUST05051,Aditya Sharma,13,32,276502.82,83799.11,30.31,1575,752,1575,2,Medium-High Value
CUST00884,Ananya Nair,14,31,276501.09,77089.73,27.88,1576,1070,1576,2,Medium-High Value
CUST01905,Amit Kumar,15,27,276460.98,74363.34,26.9,1577,1239,1577,2,Medium-High Value
CUST02414,Vivaan Patil,18,37,276379.04,61210.63,22.15,1578,2215,1578,2,Medium-High Value
CUST02611,Arjun Deshmukh,16,39,276374.39,77267.63,27.96,1579,1065,1579,2,Medium-High Value
CUST02266,Ananya Mehta,12,28,276196.6,57808.64,20.93,1580,2538,1580,2,Medium-High Value
CUST01250,Karan Kumar,13,31,276177.42,68202.16,24.7,1581,1662,1581,2,Medium-High Value
CUST00500,Rohan Verma,14,40,276138.54,73605.1,26.66,1582,1282,1582,2,Medium-High Value
CUST02746,Ananya Kumar,19,39,276129.09,58288.16,21.11,1583,2492,1583,2,Medium-High Value
CUST04180,Meera Mhaske,20,40,276020.99,69455.6,25.16,1584,1558,1584,2,Medium-High Value
CUST05426,Amit Singh,14,34,275958.85,54425.39,19.72,1585,2839,1585,2,Medium-High Value
CUST01339,Priya Patil,13,33,275925.04,75125.05,27.23,1586,1197,1586,2,Medium-High Value
CUST01258,Aditya Singh,11,30,275910.73,46895.4,17.0,1587,3567,1587,2,Medium-High Value
CUST01075,Rohan Patil,12,42,275845.99,64606.55,23.42,1588,1928,1588,2,Medium-High Value
CUST04302,Ananya Patil,16,37,275826.12,75774.75,27.47,1589,1147,1589,2,Medium-High Value
CUST00938,Arjun Deshmukh,14,34,275795.06,47557.93,17.24,1590,3509,1590,2,Medium-High Value
CUST02359,Isha Joshi,12,31,275696.36,71227.58,25.84,1591,1430,1591,2,Medium-High Value
CUST01074,Rahul Verma,13,37,275678.78,60225.38,21.85,1592,2310,1592,2,Medium-High Value
CUST05512,Sneha Singh,17,33,275620.77,69479.52,25.21,1593,1556,1593,2,Medium-High Value
CUST04188,Rohan Verma,16,40,275604.3,63982.13,23.22,1594,1990,1594,2,Medium-High Value
CUST04586,Aarav Kumar,13,30,275561.84,72430.38,26.28,1595,1350,1595,2,Medium-High Value
CUST00672,Aditya Sharma,13,38,275554.29,67862.53,24.63,1596,1689,1596,2,Medium-High Value
CUST02748,Rahul Nair,18,40,275553.35,75552.86,27.42,1597,1160,1597,2,Medium-High Value
CUST01685,Rahul Shah,15,42,275537.51,51449.88,18.67,1598,3135,1598,2,Medium-High Value
CUST03345,Karan Nair,13,30,275500.45,79679.35,28.92,1599,948,1599,2,Medium-High Value
CUST04327,Aditya Singh,12,34,275464.49,78276.89,28.42,1600,1012,1600,2,Medium-High Value
CUST03000,Aarav Singh,21,57,275337.55,64232.44,23.33,1601,1971,1601,2,Medium-High Value
CUST03566,Kavya Singh,10,27,275325.18,66680.86,24.22,1602,1777,1602,2,Medium-High Value
CUST00200,Pooja Nair,14,31,275276.87,85020.49,30.89,1603,706,1603,2,Medium-High Value
CUST04926,Amit Nair,14,35,275160.48,82940.62,30.14,1604,794,1604,2,Medium-High Value
CUST03419,Arjun Singh,12,34,275143.96,73339.22,26.65,1605,1299,1605,2,Medium-High Value
CUST00488,Meera Mhaske,16,41,275101.87,64306.3,23.38,1606,1965,1606,2,Medium-High Value
CUST01584,Rohan Gupta,10,27,275059.81,58676.54,21.33,1607,2461,1607,2,Medium-High Value
CUST04515,Aditya Mehta,12,26,275002.09,65446.42,23.8,1608,1862,1608,2,Medium-High Value
CUST03594,Neha Patil,15,33,274995.99,67873.27,24.68,1609,1687,1609,2,Medium-High Value
CUST03805,Isha Kumar,11,35,274915.98,66559.64,24.21,1610,1791,1610,2,Medium-High Value
CUST05591,Arjun Deshmukh,12,28,274876.26,66836.76,24.32,1611,1766,1611,2,Medium-High Value
CUST02163,Meera Gupta,16,41,274832.63,59286.67,21.57,1612,2401,1612,2,Medium-High Value
CUST05284,Neha Kumar,12,35,274769.25,67627.2,24.61,1613,1702,1613,2,Medium-High Value
CUST00569,Ananya Joshi,15,40,274767.65,47088.58,17.14,1614,3549,1614,2,Medium-High Value
CUST02223,Vivaan Verma,12,33,274756.39,74973.13,27.29,1615,1199,1615,2,Medium-High Value
CUST02950,Ananya Nair,19,45,274686.42,60380.67,21.98,1616,2287,1616,2,Medium-High Value
CUST01038,Sneha Gupta,16,42,274685.51,66690.17,24.28,1617,1775,1617,2,Medium-High Value
CUST02493,Neha Shah,15,32,274681.49,67896.07,24.72,1618,1683,1618,2,Medium-High Value
CUST02269,Meera Nair,14,33,274546.49,62689.7,22.83,1619,2087,1619,2,Medium-High Value
CUST02071,Kavya Singh,14,31,274503.33,74630.02,27.19,1620,1220,1620,2,Medium-High Value
CUST03885,Priya Patil,14,30,274486.17,54008.29,19.68,1621,2873,1621,2,Medium-High Value
CUST01082,Arjun Shah,12,30,274463.01,63563.61,23.16,1622,2015,1622,2,Medium-High Value
CUST04667,Karan Mehta,11,31,274458.97,69162.64,25.2,1623,1581,1623,2,Medium-High Value
CUST03195,Vivaan Sharma,17,35,274456.02,66313.06,24.16,1624,1806,1624,2,Medium-High Value
CUST02729,Neha Nair,12,32,274391.32,67790.42,24.71,1625,1695,1625,2,Medium-High Value
CUST02954,Priya Mehta,16,44,274193.95,66169.28,24.13,1626,1812,1626,2,Medium-High Value
CUST02788,Meera Shah,16,43,274124.72,60462.11,22.06,1627,2276,1627,2,Medium-High Value
CUST05243,Pooja Shah,11,37,274121.16,58089.6,21.19,1628,2512,1628,2,Medium-High Value
CUST02567,Amit Nair,14,39,274115.69,56759.99,20.71,1629,2627,1629,2,Medium-High Value
CUST01196,Meera Kumar,16,42,273997.51,53341.07,19.47,1630,2937,1630,2,Medium-High Value
CUST00997,Amit Deshmukh,11,29,273992.23,59414.36,21.68,1631,2390,1631,2,Medium-High Value
CUST05310,Kavya Sharma,12,33,273975.87,86631.83,31.62,1632,635,1632,2,Medium-High Value
CUST02354,Rohan Mhaske,14,38,273970.2,76540.96,27.94,1633,1105,1633,2,Medium-High Value
CUST02659,Amit Shah,17,32,273944.4,69195.08,25.26,1634,1578,1634,2,Medium-High Value
CUST05813,Aarav Joshi,13,43,273866.4,64383.59,23.51,1635,1952,1635,2,Medium-High Value
CUST02254,Vivaan Patil,12,37,273798.38,78419.8,28.64,1636,1008,1636,2,Medium-High Value
CUST04184,Sneha Shah,12,35,273698.39,49988.14,18.26,1637,3259,1637,2,Medium-High Value
CUST05675,Amit Kumar,13,30,273687.4,52360.66,19.13,1638,3032,1638,2,Medium-High Value
CUST00070,Kavya Joshi,18,40,273675.03,66704.05,24.37,1639,1774,1639,2,Medium-High Value
CUST03924,Vivaan Verma,12,22,273610.38,82800.44,30.26,1640,799,1640,2,Medium-High Value
CUST02821,Neha Joshi,17,40,273574.21,77974.72,28.5,1641,1029,1641,2,Medium-High Value
CUST00697,Pooja Singh,12,31,273530.58,82023.72,29.99,1642,846,1642,2,Medium-High Value
CUST02635,Meera Mhaske,18,36,273499.21,79404.78,29.03,1643,958,1643,2,Medium-High Value
CUST02318,Karan Kumar,14,40,273485.31,51697.16,18.9,1644,3101,1644,2,Medium-High Value
CUST04863,Rahul Deshmukh,13,37,273478.89,50170.13,18.35,1645,3242,1645,2,Medium-High Value
CUST04207,Aarav Kumar,16,38,273447.72,64570.5,23.61,1646,1933,1646,2,Medium-High Value
CUST02171,Isha Kumar,17,37,273445.76,57410.03,21.0,1647,2574,1647,2,Medium-High Value
CUST05344,Rohan Nair,15,35,273328.88,66666.66,24.39,1648,1780,1648,2,Medium-High Value
CUST03035,Sneha Verma,12,31,273321.75,79777.92,29.19,1649,943,1649,2,Medium-High Value
CUST00916,Neha Gupta,13,28,273296.13,70266.44,25.71,1650,1498,1650,2,Medium-High Value
CUST03318,Sneha Verma,14,36,273282.7,49930.72,18.27,1651,3266,1651,2,Medium-High Value
CUST02497,Rahul Mhaske,11,28,273261.03,62340.69,22.81,1652,2129,1652,2,Medium-High Value
CUST05131,Priya Deshmukh,9,25,273231.49,78242.56,28.64,1653,1016,1653,2,Medium-High Value
CUST02560,Vivaan Mehta,12,27,273202.44,77255.39,28.28,1654,1066,1654,2,Medium-High Value
CUST01982,Kavya Mhaske,11,32,273151.72,47513.59,17.39,1655,3513,1655,2,Medium-High Value
CUST03462,Sneha Mhaske,12,35,273059.34,57990.49,21.24,1656,2521,1656,2,Medium-High Value
CUST01516,Neha Mehta,12,29,273052.6,75388.92,27.61,1657,1175,1657,2,Medium-High Value
CUST05532,Amit Joshi,11,29,273035.9,68215.04,24.98,1658,1661,1658,2,Medium-High Value
CUST03662,Karan Gupta,15,33,272963.24,80745.96,29.58,1659,904,1659,2,Medium-High Value
CUST04277,Priya Kumar,10,29,272954.82,58860.59,21.56,1660,2443,1660,2,Medium-High Value
CUST03163,Vivaan Mehta,15,28,272898.49,68343.37,25.04,1661,1651,1661,2,Medium-High Value
CUST00654,Kavya Gupta,11,34,272871.41,55266.13,20.25,1662,2760,1662,2,Medium-High Value
CUST01180,Aditya Gupta,12,36,272796.13,58847.82,21.57,1663,2445,1663,2,Medium-High Value
CUST04211,Kavya Gupta,11,28,272736.72,59782.32,21.92,1664,2356,1664,2,Medium-High Value
CUST03417,Kavya Singh,14,31,272615.74,78536.07,28.81,1665,1001,1665,2,Medium-High Value
CUST04968,Rahul Sharma,14,29,272576.85,56989.11,20.91,1666,2607,1666,2,Medium-High Value
CUST00464,Rohan Verma,18,37,272541.57,54292.22,19.92,1667,2846,1667,2,Medium-High Value
CUST05087,Rahul Joshi,15,36,272482.11,65399.98,24.0,1668,1865,1668,2,Medium-High Value
CUST05241,Amit Verma,14,33,272457.8,83254.13,30.56,1669,779,1669,2,Medium-High Value
CUST03247,Ananya Singh,14,29,272436.6,76186.84,27.96,1670,1128,1670,2,Medium-High Value
CUST05333,Arjun Sharma,8,23,272418.37,65321.3,23.98,1671,1874,1671,2,Medium-High Value
CUST03350,Priya Deshmukh,11,25,272364.3,69930.6,25.68,1672,1522,1672,2,Medium-High Value
CUST02943,Rahul Kumar,12,23,272355.98,74322.44,27.29,1673,1244,1673,2,Medium-High Value
CUST05884,Arjun Sharma,14,25,272300.74,81574.75,29.96,1674,866,1674,2,Medium-High Value
CUST02584,Karan Joshi,15,36,272279.62,74570.58,27.39,1675,1226,1675,2,Medium-High Value
CUST05143,Meera Shah,10,30,272265.06,83325.39,30.6,1676,773,1676,2,Medium-High Value
CUST03854,Aditya Gupta,12,33,272221.37,51641.12,18.97,1677,3109,1677,2,Medium-High Value
CUST02442,Kavya Nair,9,31,272204.0,44293.48,16.27,1678,3841,1678,2,Medium-High Value
CUST03939,Aarav Joshi,14,33,272178.38,74882.88,27.51,1679,1202,1679,2,Medium-High Value
CUST02296,Sneha Nair,13,38,272177.11,57653.81,21.18,1680,2556,1680,2,Medium-High Value
CUST01145,Sneha Shah,14,32,272151.11,70737.09,25.99,1681,1465,1681,2,Medium-High Value
CUST05758,Pooja Nair,15,29,272139.57,68123.03,25.03,1682,1667,1682,2,Medium-High Value
CUST01490,Pooja Gupta,16,35,272114.36,83599.1,30.72,1683,759,1683,2,Medium-High Value
CUST05499,Pooja Patil,15,33,272063.23,83590.82,30.72,1684,760,1684,2,Medium-High Value
CUST05381,Karan Nair,17,36,271970.12,71576.6,26.32,1685,1410,1685,2,Medium-High Value
CUST05076,Karan Gupta,13,27,271963.69,77322.98,28.43,1686,1061,1686,2,Medium-High Value
CUST03085,Priya Mehta,13,34,271908.54,69498.47,25.56,1687,1554,1687,2,Medium-High Value
CUST01481,Arjun Verma,19,39,271874.65,62637.28,23.04,1688,2097,1688,2,Medium-High Value
CUST00125,Isha Gupta,13,29,271693.1,68591.08,25.25,1689,1628,1689,2,Medium-High Value
CUST01311,Rahul Kumar,17,34,271683.18,63365.29,23.32,1690,2035,1690,2,Medium-High Value
CUST02351,Meera Verma,11,31,271613.95,74826.95,27.55,1691,1206,1691,2,Medium-High Value
CUST05057,Amit Kumar,13,30,271596.42,82080.4,30.22,1692,840,1692,2,Medium-High Value
CUST04537,Priya Shah,12,31,271543.89,64187.7,23.64,1693,1973,1693,2,Medium-High Value
CUST04019,Sneha Mehta,16,41,271534.38,75316.25,27.74,1694,1184,1694,2,Medium-High Value
CUST04836,Vivaan Verma,13,24,271523.52,65418.0,24.09,1695,1864,1695,2,Medium-High Value
CUST02445,Meera Gupta,16,38,271513.37,59233.99,21.82,1696,2408,1696,2,Medium-High Value
