Customer_ID,Customer_Name,Recency_Days,Frequency,Monetary,Recency_Score,Frequency_Score,Monetary_Score,RFM_Total_Score,Customer_Segment
CUST00558,Rohan Mhaske,88.0,14,303188.01,2,4,5,11,At Risk
CUST00371,Arjun Gupta,91.0,13,301802.58,2,4,5,11,At Risk
CUST02147,Karan Patil,87.0,15,301688.31,2,4,5,11,At Risk
CUST05137,Aditya Singh,62.0,12,301395.4,3,3,5,11,Regular Customers
CUST05824,Isha Patil,130.0,18,301325.55,1,5,5,11,At Risk
CUST00715,Isha Nair,82.0,14,301316.21,2,4,5,11,At Risk
CUST02177,Isha Shah,88.0,13,301244.36,2,4,5,11,At Risk
CUST03977,Rahul Patil,96.0,13,301058.69,2,4,5,11,At Risk
CUST01871,Meera Patil,79.0,13,300649.28,2,4,5,11,At Risk
CUST05097,Neha Sharma,78.0,15,300139.78,2,4,5,11,At Risk
CUST01137,Pooja Mehta,111.0,14,299898.92,2,4,5,11,At Risk
CUST00525,Rohan Shah,253.0,16,299712.96,1,5,5,11,At Risk
CUST02633,Aditya Kumar,160.0,16,299685.37,1,5,5,11,At Risk
CUST03072,Amit Kumar,41.0,14,298715.2,3,4,4,11,Loyal Customers
CUST01667,Meera Nair,17.0,12,298120.07,4,3,4,11,Potential Loyalists
CUST02404,Aarav Sharma,61.0,15,297321.25,3,4,4,11,Loyal Customers
CUST05220,Meera Kumar,42.0,14,296452.76,3,4,4,11,Loyal Customers
CUST00532,Isha Shah,54.0,15,296435.88,3,4,4,11,Loyal Customers
CUST03214,Rahul Patil,85.0,18,296257.4,2,5,4,11,At Risk
CUST00788,Amit Mehta,18.0,12,296129.96,4,3,4,11,Potential Loyalists
CUST01807,Karan Shah,63.0,15,295842.6,3,4,4,11,Loyal Customers
CUST02768,Kavya Kumar,63.0,14,295568.63,3,4,4,11,Loyal Customers
CUST03360,Aarav Kumar,77.0,20,295440.88,2,5,4,11,At Risk
CUST00955,Pooja Kumar,51.0,13,295042.45,3,4,4,11,Loyal Customers
CUST05008,Karan Mhaske,45.0,15,294621.75,3,4,4,11,Loyal Customers
CUST01352,Neha Mehta,102.0,17,294443.38,2,5,4,11,At Risk
CUST00209,Karan Sharma,20.0,12,294153.75,4,3,4,11,Potential Loyalists
CUST04000,Isha Singh,32.0,12,293245.61,4,3,4,11,Potential Loyalists
CUST05765,Meera Kumar,16.0,12,293094.79,4,3,4,11,Potential Loyalists
CUST00357,Amit Mhaske,20.0,12,292765.15,4,3,4,11,Potential Loyalists
CUST03316,Rahul Sharma,52.0,13,292559.02,3,4,4,11,Loyal Customers
CUST00292,Aarav Singh,58.0,15,291939.51,3,4,4,11,Loyal Customers
CUST02062,Isha Mhaske,89.0,19,291712.85,2,5,4,11,At Risk
CUST02736,Priya Patil,91.0,18,291358.24,2,5,4,11,At Risk
CUST04700,Isha Verma,52.0,15,290957.35,3,4,4,11,Loyal Customers
CUST03736,Rohan Singh,27.0,12,290860.16,4,3,4,11,Potential Loyalists
CUST05208,Rahul Shah,89.0,16,290665.84,2,5,4,11,At Risk
CUST00363,Sneha Patil,90.0,16,290398.95,2,5,4,11,At Risk
CUST00075,Meera Mehta,26.0,12,289943.7,4,3,4,11,Potential Loyalists
CUST01371,Amit Verma,58.0,15,289862.14,3,4,4,11,Loyal Customers
CUST04258,Priya Mehta,68.0,16,289748.33,2,5,4,11,At Risk
CUST04570,Aarav Deshmukh,39.0,15,289730.06,3,4,4,11,Loyal Customers
CUST01832,Arjun Patil,110.0,16,287218.18,2,5,4,11,At Risk
CUST05020,Vivaan Patil,54.0,15,286978.42,3,4,4,11,Loyal Customers
CUST03194,Aditya Shah,100.0,16,286199.38,2,5,4,11,At Risk
CUST05061,Sneha Nair,65.0,15,285819.51,3,4,4,11,Loyal Customers
CUST04552,Pooja Singh,65.0,13,285260.9,3,4,4,11,Loyal Customers
CUST04835,Arjun Patil,47.0,14,284965.1,3,4,4,11,Loyal Customers
CUST05778,Neha Mehta,87.0,19,284759.82,2,5,4,11,At Risk
CUST00226,Priya Joshi,69.0,17,284102.83,2,5,4,11,At Risk
CUST05313,Isha Deshmukh,76.0,16,283878.35,2,5,4,11,At Risk
CUST04789,Amit Singh,64.0,13,283074.49,3,4,4,11,Loyal Customers
CUST01705,Meera Deshmukh,90.0,20,282526.42,2,5,4,11,At Risk
CUST05690,Karan Mhaske,47.0,14,282384.34,3,4,4,11,Loyal Customers
CUST03679,Pooja Deshmukh,104.0,17,282382.41,2,5,4,11,At Risk
CUST05070,Pooja Deshmukh,9.0,11,282228.64,5,2,4,11,Potential Loyalists
CUST02814,Isha Joshi,62.0,13,282207.67,3,4,4,11,Loyal Customers
CUST05150,Pooja Deshmukh,76.0,17,282121.53,2,5,4,11,At Risk
CUST05912,Priya Mhaske,39.0,14,281520.51,3,4,4,11,Loyal Customers
CUST01542,Ananya Gupta,65.0,15,281437.08,3,4,4,11,Loyal Customers
CUST05142,Pooja Sharma,70.0,18,280804.95,2,5,4,11,At Risk
CUST03042,Neha Verma,87.0,18,280747.91,2,5,4,11,At Risk
CUST05678,Kavya Sharma,39.0,15,280480.2,3,4,4,11,Loyal Customers
CUST00931,Amit Patil,14.0,11,280228.25,5,2,4,11,Potential Loyalists
CUST04249,Isha Deshmukh,53.0,14,279328.03,3,4,4,11,Loyal Customers
CUST02608,Vivaan Gupta,79.0,17,279237.14,2,5,4,11,At Risk
CUST00713,Rohan Gupta,52.0,15,279077.14,3,4,4,11,Loyal Customers
CUST00040,Amit Nair,69.0,16,278680.67,2,5,4,11,At Risk
CUST00110,Amit Mhaske,22.0,12,278658.39,4,3,4,11,Potential Loyalists
CUST01664,Priya Sharma,38.0,14,278534.71,3,4,4,11,Loyal Customers
CUST00478,Isha Mhaske,46.0,13,278501.16,3,4,4,11,Loyal Customers
CUST01185,Arjun Patil,53.0,14,276918.79,3,4,4,11,Loyal Customers
CUST03135,Neha Nair,0.0,10,276679.86,5,2,4,11,Potential Loyalists
CUST00884,Ananya Nair,62.0,14,276501.09,3,4,4,11,Loyal Customers
CUST02746,Ananya Kumar,73.0,19,276129.09,2,5,4,11,At Risk
CUST04302,Ananya Patil,72.0,16,275826.12,2,5,4,11,At Risk
CUST05512,Sneha Singh,85.0,17,275620.77,2,5,4,11,At Risk
CUST04188,Rohan Verma,74.0,16,275604.3,2,5,4,11,At Risk
CUST04327,Aditya Singh,36.0,12,275464.49,4,3,4,11,Potential Loyalists
CUST00569,Ananya Joshi,39.0,15,274767.65,3,4,4,11,Loyal Customers
CUST01038,Sneha Gupta,89.0,16,274685.51,2,5,4,11,At Risk
CUST02493,Neha Shah,54.0,15,274681.49,3,4,4,11,Loyal Customers
CUST05813,Aarav Joshi,31.0,13,273866.4,4,3,4,11,Potential Loyalists
CUST04863,Rahul Deshmukh,26.0,13,273478.89,4,3,4,11,Potential Loyalists
CUST03163,Vivaan Mehta,40.0,15,272898.49,3,4,4,11,Loyal Customers
CUST03350,Priya Deshmukh,5.0,11,272364.3,5,2,4,11,Potential Loyalists
CUST05143,Meera Shah,14.0,10,272265.06,5,2,4,11,Potential Loyalists
CUST05758,Pooja Nair,58.0,15,272139.57,3,4,4,11,Loyal Customers
CUST03085,Priya Mehta,29.0,13,271908.54,4,3,4,11,Potential Loyalists
CUST02351,Meera Verma,0.0,11,271613.95,5,2,4,11,Potential Loyalists
CUST04537,Priya Shah,33.0,12,271543.89,4,3,4,11,Potential Loyalists
CUST05805,Isha Kumar,116.0,17,271442.33,2,5,4,11,At Risk
CUST04057,Kavya Deshmukh,79.0,16,271437.54,2,5,4,11,At Risk
CUST04231,Kavya Kumar,15.0,11,271238.79,5,2,4,11,Potential Loyalists
CUST03554,Pooja Mehta,32.0,13,271174.05,4,3,4,11,Potential Loyalists
CUST01415,Priya Deshmukh,32.0,12,271022.8,4,3,4,11,Potential Loyalists
CUST00141,Amit Gupta,61.0,15,270830.71,3,4,4,11,Loyal Customers
CUST02824,Ananya Patil,85.0,18,270591.41,2,5,4,11,At Risk
CUST04701,Aarav Shah,16.0,13,270580.59,4,3,4,11,Potential Loyalists
CUST03207,Amit Patil,5.0,11,270565.91,5,2,4,11,Potential Loyalists
CUST05501,Priya Joshi,55.0,14,269900.56,3,4,4,11,Loyal Customers
CUST02557,Aarav Mhaske,32.0,13,269769.33,4,3,4,11,Potential Loyalists
CUST02480,Kavya Verma,78.0,16,269453.88,2,5,4,11,At Risk
CUST01019,Priya Shah,72.0,17,268993.02,2,5,4,11,At Risk
CUST03548,Rohan Nair,31.0,13,268766.97,4,3,4,11,Potential Loyalists
CUST04118,Karan Shah,40.0,14,268741.32,3,4,4,11,Loyal Customers
CUST05543,Kavya Patil,98.0,16,268203.22,2,5,4,11,At Risk
CUST02888,Karan Singh,70.0,16,267382.21,2,5,4,11,At Risk
CUST02228,Ananya Patil,78.0,16,267149.29,2,5,4,11,At Risk
CUST03439,Karan Shah,41.0,14,266299.6,3,4,4,11,Loyal Customers
CUST04369,Aditya Gupta,65.0,14,266226.9,3,4,4,11,Loyal Customers
CUST03192,Arjun Nair,10.0,10,266156.66,5,2,4,11,Potential Loyalists
CUST05294,Priya Patil,22.0,13,266016.54,4,3,4,11,Potential Loyalists
CUST02585,Aarav Patil,3.0,10,265932.78,5,2,4,11,Potential Loyalists
CUST03174,Aarav Deshmukh,26.0,13,265928.49,4,3,4,11,Potential Loyalists
CUST05460,Rohan Mhaske,57.0,15,265701.58,3,4,4,11,Loyal Customers
CUST05112,Aarav Joshi,48.0,14,265416.24,3,4,4,11,Loyal Customers
CUST02861,Sneha Nair,48.0,14,265318.48,3,4,4,11,Loyal Customers
CUST05269,Pooja Mhaske,14.0,11,265094.26,5,2,4,11,Potential Loyalists
CUST00029,Aarav Nair,51.0,15,264915.73,3,4,4,11,Loyal Customers
CUST02764,Neha Verma,68.0,16,264371.81,2,5,4,11,At Risk
CUST02467,Aarav Kumar,45.0,15,264141.69,3,4,4,11,Loyal Customers
CUST05401,Vivaan Singh,42.0,14,263761.05,3,4,4,11,Loyal Customers
CUST00761,Pooja Gupta,19.0,12,263268.23,4,3,4,11,Potential Loyalists
CUST00180,Vivaan Mhaske,107.0,17,262819.76,2,5,4,11,At Risk
CUST03446,Isha Sharma,39.0,15,262717.29,3,4,4,11,Loyal Customers
CUST03171,Meera Kumar,26.0,12,262513.98,4,3,4,11,Potential Loyalists
CUST03294,Ananya Verma,0.0,11,262481.34,5,2,4,11,Potential Loyalists
CUST02726,Aarav Sharma,29.0,13,262382.58,4,3,4,11,Potential Loyalists
CUST01653,Rahul Gupta,98.0,16,262300.65,2,5,4,11,At Risk
CUST05258,Aditya Singh,7.0,10,261437.28,5,2,4,11,Potential Loyalists
CUST00108,Sneha Verma,17.0,13,261341.45,4,3,4,11,Potential Loyalists
CUST00621,Vivaan Singh,48.0,15,261331.13,3,4,4,11,Loyal Customers
CUST04769,Ananya Mhaske,33.0,13,261319.68,4,3,4,11,Potential Loyalists
CUST04044,Rohan Gupta,52.0,15,261163.19,3,4,4,11,Loyal Customers
CUST00025,Rahul Deshmukh,43.0,15,261016.04,3,4,4,11,Loyal Customers
CUST04632,Sneha Shah,44.0,14,260977.79,3,4,4,11,Loyal Customers
CUST03887,Ananya Mehta,3.0,11,259871.91,5,2,4,11,Potential Loyalists
CUST03005,Meera Mehta,33.0,13,259809.25,4,3,4,11,Potential Loyalists
CUST05438,Karan Gupta,66.0,14,259667.59,3,4,4,11,Loyal Customers
CUST02843,Vivaan Deshmukh,44.0,14,259416.93,3,4,4,11,Loyal Customers
CUST05838,Meera Singh,41.0,14,258846.68,3,4,4,11,Loyal Customers
CUST03369,Priya Verma,13.0,11,258372.9,5,2,4,11,Potential Loyalists
CUST05326,Pooja Patil,22.0,13,258254.83,4,3,4,11,Potential Loyalists
CUST03607,Aditya Verma,16.0,13,258177.2,4,3,4,11,Potential Loyalists
CUST05015,Rohan Kumar,74.0,17,258021.03,2,5,4,11,At Risk
CUST03538,Meera Sharma,21.0,13,257959.29,4,3,4,11,Potential Loyalists
CUST01442,Rohan Deshmukh,28.0,12,257414.68,4,3,4,11,Potential Loyalists
CUST02838,Vivaan Verma,50.0,15,257330.53,3,4,4,11,Loyal Customers
CUST04152,Neha Singh,30.0,12,256753.04,4,3,4,11,Potential Loyalists
CUST00918,Amit Deshmukh,34.0,12,256715.88,4,3,4,11,Potential Loyalists
CUST03111,Kavya Gupta,57.0,14,256648.56,3,4,4,11,Loyal Customers
CUST02981,Karan Kumar,17.0,12,256403.44,4,3,4,11,Potential Loyalists
CUST02014,Sneha Nair,109.0,17,256138.04,2,5,4,11,At Risk
CUST04472,Rohan Gupta,58.0,14,255997.06,3,4,4,11,Loyal Customers
CUST02067,Kavya Verma,63.0,14,255747.79,3,4,4,11,Loyal Customers
CUST05146,Kavya Mehta,50.0,14,255571.2,3,4,4,11,Loyal Customers
CUST02322,Priya Gupta,33.0,12,255347.74,4,3,4,11,Potential Loyalists
CUST00230,Priya Gupta,82.0,17,255242.7,2,5,4,11,At Risk
CUST03143,Rohan Mehta,2.0,10,255198.62,5,2,4,11,Potential Loyalists
CUST03661,Kavya Gupta,38.0,14,255153.23,3,4,4,11,Loyal Customers
CUST00553,Karan Mhaske,62.0,14,255100.87,3,4,4,11,Loyal Customers
CUST04870,Neha Sharma,44.0,14,254974.29,3,4,4,11,Loyal Customers
CUST04943,Sneha Mehta,30.0,13,254719.55,4,3,4,11,Potential Loyalists
CUST04045,Vivaan Deshmukh,73.0,17,254430.9,2,5,4,11,At Risk
CUST01141,Karan Joshi,16.0,13,254296.75,4,3,4,11,Potential Loyalists
CUST01081,Sneha Kumar,96.0,16,254266.31,2,5,4,11,At Risk
CUST05945,Neha Gupta,24.0,12,254177.22,4,3,4,11,Potential Loyalists
CUST02667,Isha Verma,23.0,12,253862.21,4,3,4,11,Potential Loyalists
CUST03884,Rahul Patil,31.0,12,253798.79,4,3,4,11,Potential Loyalists
CUST03237,Priya Singh,57.0,15,252668.7,3,4,4,11,Loyal Customers
CUST05518,Aditya Nair,73.0,17,252474.09,2,5,4,11,At Risk
CUST03091,Ananya Patil,50.0,15,252443.43,3,4,4,11,Loyal Customers
CUST02681,Rohan Shah,106.0,17,252402.8,2,5,4,11,At Risk
CUST03729,Karan Gupta,29.0,13,252163.69,4,3,4,11,Potential Loyalists
CUST04978,Arjun Patil,27.0,12,252096.62,4,3,4,11,Potential Loyalists
CUST05508,Pooja Deshmukh,63.0,15,251944.2,3,4,4,11,Loyal Customers
CUST02192,Rohan Sharma,25.0,12,251909.52,4,3,4,11,Potential Loyalists
CUST05356,Aarav Joshi,115.0,16,251908.5,2,5,4,11,At Risk
CUST01018,Neha Nair,18.0,13,251785.22,4,3,4,11,Potential Loyalists
CUST02628,Rohan Singh,74.0,17,251488.51,2,5,4,11,At Risk
CUST03536,Ananya Mehta,25.0,13,251436.47,4,3,4,11,Potential Loyalists
CUST00741,Pooja Mehta,22.0,12,251240.5,4,3,4,11,Potential Loyalists
CUST04733,Aarav Deshmukh,2.0,10,251152.98,5,2,4,11,Potential Loyalists
CUST03456,Priya Patil,29.0,13,250954.13,4,3,4,11,Potential Loyalists
CUST00822,Isha Gupta,4.0,11,250938.73,5,2,4,11,Potential Loyalists
CUST04735,Karan Shah,91.0,16,250874.97,2,5,4,11,At Risk
CUST04399,Karan Deshmukh,23.0,12,250767.37,4,3,4,11,Potential Loyalists
CUST04024,Meera Sharma,21.0,12,250469.6,4,3,4,11,Potential Loyalists
CUST05338,Arjun Deshmukh,75.0,16,250334.64,2,5,4,11,At Risk
CUST05938,Aditya Gupta,29.0,12,250249.07,4,3,4,11,Potential Loyalists
CUST05709,Ananya Nair,26.0,12,250058.07,4,3,4,11,Potential Loyalists
CUST05822,Priya Deshmukh,45.0,14,250041.14,3,4,4,11,Loyal Customers
CUST04173,Sneha Shah,57.0,15,249511.87,3,4,4,11,Loyal Customers
CUST05242,Isha Verma,20.0,13,249116.92,4,3,4,11,Potential Loyalists
CUST05047,Arjun Patil,7.0,11,249079.32,5,2,4,11,Potential Loyalists
CUST05558,Arjun Deshmukh,42.0,15,248654.06,3,4,4,11,Loyal Customers
CUST03344,Meera Joshi,25.0,12,248205.3,4,3,4,11,Potential Loyalists
CUST04081,Meera Kumar,47.0,15,247297.66,3,4,4,11,Loyal Customers
CUST05026,Meera Verma,33.0,12,247235.85,4,3,4,11,Potential Loyalists
CUST00447,Karan Singh,95.0,20,247116.65,2,5,4,11,At Risk
CUST01128,Arjun Deshmukh,39.0,14,246377.78,3,4,4,11,Loyal Customers
CUST05473,Isha Deshmukh,36.0,13,246099.27,4,3,4,11,Potential Loyalists
CUST03463,Vivaan Kumar,64.0,14,245790.24,3,4,4,11,Loyal Customers
CUST01825,Aditya Singh,23.0,13,245727.41,4,3,4,11,Potential Loyalists
CUST00271,Aarav Sharma,28.0,12,245485.14,4,3,4,11,Potential Loyalists
CUST01735,Aarav Joshi,24.0,13,244970.98,4,3,4,11,Potential Loyalists
CUST04922,Amit Mhaske,86.0,16,244952.15,2,5,4,11,At Risk
CUST02850,Isha Nair,100.0,18,244809.33,2,5,4,11,At Risk
CUST05249,Amit Gupta,1.0,11,244664.35,5,2,4,11,Potential Loyalists
CUST00353,Rohan Gupta,64.0,15,244431.84,3,4,4,11,Loyal Customers
CUST05130,Priya Nair,76.0,17,243280.52,2,5,4,11,At Risk
CUST03128,Karan Gupta,58.0,14,243232.6,3,4,4,11,Loyal Customers
CUST02868,Arjun Sharma,50.0,14,243169.62,3,4,4,11,Loyal Customers
CUST05607,Sneha Deshmukh,62.0,14,242933.92,3,4,4,11,Loyal Customers
CUST02960,Meera Sharma,22.0,14,242665.66,4,4,3,11,Loyal Customers
CUST02722,Priya Kumar,7.0,13,242472.32,5,3,3,11,Potential Loyalists
CUST05035,Pooja Shah,53.0,19,242460.06,3,5,3,11,Loyal Customers
CUST04311,Pooja Mhaske,37.0,14,242213.77,4,4,3,11,Loyal Customers
CUST02759,Ananya Shah,12.0,12,241912.34,5,3,3,11,Potential Loyalists
CUST03197,Isha Deshmukh,11.0,12,241765.72,5,3,3,11,Potential Loyalists
CUST05260,Rahul Joshi,21.0,14,241684.21,4,4,3,11,Loyal Customers
CUST00601,Karan Singh,16.0,15,241469.38,4,4,3,11,Loyal Customers
CUST05205,Kavya Verma,34.0,14,241392.74,4,4,3,11,Loyal Customers
CUST04504,Arjun Nair,36.0,15,241098.18,4,4,3,11,Loyal Customers
CUST05510,Karan Kumar,59.0,19,240721.8,3,5,3,11,Loyal Customers
CUST03346,Aarav Kumar,13.0,13,240539.96,5,3,3,11,Potential Loyalists
CUST03351,Karan Mhaske,54.0,16,240194.61,3,5,3,11,Loyal Customers
CUST05414,Karan Joshi,27.0,14,239901.17,4,4,3,11,Loyal Customers
CUST05182,Aditya Joshi,36.0,14,239602.93,4,4,3,11,Loyal Customers
CUST00241,Sneha Singh,1.0,12,239139.02,5,3,3,11,Potential Loyalists
CUST00855,Sneha Mhaske,33.0,14,238592.34,4,4,3,11,Loyal Customers
CUST01004,Rahul Deshmukh,12.0,13,238186.14,5,3,3,11,Potential Loyalists
CUST02301,Sneha Patil,37.0,15,238180.37,4,4,3,11,Loyal Customers
CUST01285,Meera Gupta,22.0,14,238042.42,4,4,3,11,Loyal Customers
CUST00751,Karan Sharma,16.0,14,237735.44,4,4,3,11,Loyal Customers
CUST01333,Rahul Shah,64.0,18,237598.61,3,5,3,11,Loyal Customers
CUST00130,Vivaan Verma,5.0,12,237111.32,5,3,3,11,Potential Loyalists
CUST00854,Pooja Verma,25.0,15,236723.69,4,4,3,11,Loyal Customers
CUST01042,Neha Singh,16.0,14,236715.84,4,4,3,11,Loyal Customers
CUST05270,Amit Nair,35.0,15,236572.94,4,4,3,11,Loyal Customers
CUST00294,Priya Sharma,24.0,14,236455.54,4,4,3,11,Loyal Customers
CUST01458,Meera Joshi,54.0,16,236374.05,3,5,3,11,Loyal Customers
CUST01588,Sneha Gupta,5.0,12,236341.73,5,3,3,11,Potential Loyalists
CUST03481,Isha Kumar,31.0,14,236341.03,4,4,3,11,Loyal Customers
CUST05844,Isha Verma,31.0,15,236339.4,4,4,3,11,Loyal Customers
CUST04037,Amit Singh,31.0,15,235814.13,4,4,3,11,Loyal Customers
CUST01421,Karan Patil,44.0,16,235710.85,3,5,3,11,Loyal Customers
CUST03931,Meera Kumar,16.0,15,235673.58,4,4,3,11,Loyal Customers
CUST02710,Ananya Singh,31.0,14,235554.17,4,4,3,11,Loyal Customers
CUST02142,Rahul Kumar,9.0,13,235409.33,5,3,3,11,Potential Loyalists
CUST04577,Arjun Sharma,20.0,14,235161.64,4,4,3,11,Loyal Customers
CUST04778,Neha Sharma,32.0,15,234911.88,4,4,3,11,Loyal Customers
CUST02962,Neha Singh,1.0,13,234909.25,5,3,3,11,Potential Loyalists
CUST01429,Rohan Mehta,37.0,14,234621.65,4,4,3,11,Loyal Customers
CUST00665,Meera Singh,46.0,18,234566.71,3,5,3,11,Loyal Customers
CUST01686,Vivaan Joshi,55.0,19,234528.01,3,5,3,11,Loyal Customers
CUST05830,Aarav Verma,18.0,15,233957.87,4,4,3,11,Loyal Customers
CUST05624,Aarav Mehta,28.0,14,233602.78,4,4,3,11,Loyal Customers
CUST04167,Isha Mhaske,12.0,13,233534.92,5,3,3,11,Potential Loyalists
CUST03792,Pooja Joshi,25.0,14,233393.67,4,4,3,11,Loyal Customers
CUST02235,Vivaan Kumar,25.0,14,233311.62,4,4,3,11,Loyal Customers
CUST01978,Karan Deshmukh,31.0,15,233091.95,4,4,3,11,Loyal Customers
CUST04834,Karan Mehta,31.0,15,232816.07,4,4,3,11,Loyal Customers
CUST05345,Pooja Patil,55.0,18,232003.92,3,5,3,11,Loyal Customers
CUST05121,Karan Patil,15.0,13,231430.2,5,3,3,11,Potential Loyalists
CUST01804,Rahul Mehta,34.0,14,229142.75,4,4,3,11,Loyal Customers
CUST00925,Amit Mhaske,0.0,13,228909.33,5,3,3,11,Potential Loyalists
CUST04133,Meera Verma,48.0,18,228826.94,3,5,3,11,Loyal Customers
CUST05405,Meera Mehta,38.0,16,228474.8,3,5,3,11,Loyal Customers
CUST04821,Amit Mehta,1.0,12,228289.51,5,3,3,11,Potential Loyalists
CUST03652,Rohan Singh,13.0,13,228159.77,5,3,3,11,Potential Loyalists
CUST00987,Meera Mhaske,17.0,14,227884.27,4,4,3,11,Loyal Customers
CUST00795,Rahul Singh,17.0,14,227867.81,4,4,3,11,Loyal Customers
CUST05304,Pooja Gupta,22.0,14,227350.76,4,4,3,11,Loyal Customers
CUST05408,Isha Shah,57.0,16,227053.29,3,5,3,11,Loyal Customers
CUST00480,Rohan Mhaske,27.0,15,226983.1,4,4,3,11,Loyal Customers
CUST00487,Meera Sharma,9.0,12,226895.07,5,3,3,11,Potential Loyalists
CUST03715,Meera Mehta,26.0,14,226864.28,4,4,3,11,Loyal Customers
CUST02632,Isha Shah,23.0,14,226758.54,4,4,3,11,Loyal Customers
CUST04370,Neha Singh,2.0,13,226720.68,5,3,3,11,Potential Loyalists
CUST01434,Aditya Kumar,3.0,13,226719.76,5,3,3,11,Potential Loyalists
CUST01762,Neha Mhaske,7.0,13,225985.11,5,3,3,11,Potential Loyalists
CUST03003,Meera Gupta,16.0,15,225834.19,4,4,3,11,Loyal Customers
CUST03811,Meera Mehta,11.0,12,225776.41,5,3,3,11,Potential Loyalists
CUST00399,Pooja Mhaske,7.0,12,225525.03,5,3,3,11,Potential Loyalists
CUST01400,Pooja Sharma,16.0,15,225082.85,4,4,3,11,Loyal Customers
CUST02658,Pooja Mhaske,65.0,17,224996.84,3,5,3,11,Loyal Customers
CUST00065,Ananya Singh,13.0,12,224937.92,5,3,3,11,Potential Loyalists
CUST03063,Kavya Patil,15.0,12,224910.75,5,3,3,11,Potential Loyalists
CUST00833,Neha Mehta,14.0,13,224830.0,5,3,3,11,Potential Loyalists
CUST04797,Rahul Shah,30.0,15,224398.28,4,4,3,11,Loyal Customers
CUST02333,Aditya Mehta,10.0,12,224299.16,5,3,3,11,Potential Loyalists
CUST04824,Amit Deshmukh,0.0,13,224250.01,5,3,3,11,Potential Loyalists
CUST01288,Rahul Shah,20.0,15,224109.84,4,4,3,11,Loyal Customers
CUST05018,Priya Mehta,38.0,16,223853.41,3,5,3,11,Loyal Customers
CUST03675,Aarav Patil,19.0,14,223465.3,4,4,3,11,Loyal Customers
CUST01486,Ananya Singh,21.0,15,223079.63,4,4,3,11,Loyal Customers
CUST00002,Vivaan Shah,24.0,14,222656.85,4,4,3,11,Loyal Customers
CUST04967,Vivaan Kumar,24.0,14,222651.1,4,4,3,11,Loyal Customers
CUST05668,Karan Nair,29.0,14,222371.32,4,4,3,11,Loyal Customers
CUST02255,Aditya Joshi,3.0,12,222149.25,5,3,3,11,Potential Loyalists
CUST01037,Neha Mhaske,18.0,14,221848.86,4,4,3,11,Loyal Customers
CUST01166,Amit Gupta,11.0,13,221602.16,5,3,3,11,Potential Loyalists
CUST02512,Amit Mehta,5.0,13,221562.36,5,3,3,11,Potential Loyalists
CUST02979,Rohan Patil,28.0,14,221103.46,4,4,3,11,Loyal Customers
CUST03074,Karan Joshi,4.0,13,221041.77,5,3,3,11,Potential Loyalists
CUST05972,Aditya Kumar,18.0,15,220521.56,4,4,3,11,Loyal Customers
CUST04704,Arjun Shah,22.0,14,220487.95,4,4,3,11,Loyal Customers
CUST04146,Rahul Joshi,25.0,14,220368.68,4,4,3,11,Loyal Customers
CUST05320,Rahul Mehta,11.0,13,220091.89,5,3,3,11,Potential Loyalists
CUST03080,Arjun Mehta,31.0,14,220063.9,4,4,3,11,Loyal Customers
CUST05817,Neha Joshi,31.0,14,219990.14,4,4,3,11,Loyal Customers
CUST05693,Rahul Mhaske,25.0,15,219245.83,4,4,3,11,Loyal Customers
CUST00905,Meera Singh,9.0,12,218893.24,5,3,3,11,Potential Loyalists
CUST00867,Aarav Kumar,9.0,13,218641.92,5,3,3,11,Potential Loyalists
CUST05042,Arjun Shah,40.0,17,218428.19,3,5,3,11,Loyal Customers
CUST00249,Sneha Patil,14.0,13,218191.12,5,3,3,11,Potential Loyalists
CUST03843,Isha Singh,24.0,15,217696.05,4,4,3,11,Loyal Customers
CUST04397,Amit Shah,25.0,15,217549.49,4,4,3,11,Loyal Customers
CUST01360,Ananya Verma,33.0,15,217408.51,4,4,3,11,Loyal Customers
CUST04237,Ananya Mehta,52.0,17,216794.19,3,5,3,11,Loyal Customers
CUST03034,Neha Shah,35.0,14,216603.91,4,4,3,11,Loyal Customers
CUST03249,Kavya Patil,51.0,17,216146.89,3,5,3,11,Loyal Customers
CUST05814,Pooja Shah,14.0,12,216120.11,5,3,3,11,Potential Loyalists
CUST00705,Aarav Shah,10.0,13,215550.35,5,3,3,11,Potential Loyalists
CUST03131,Kavya Shah,15.0,13,215270.36,5,3,3,11,Potential Loyalists
CUST04500,Karan Joshi,8.0,12,215216.23,5,3,3,11,Potential Loyalists
CUST01271,Rohan Kumar,2.0,12,215154.57,5,3,3,11,Potential Loyalists
CUST02841,Aarav Singh,3.0,12,214973.84,5,3,3,11,Potential Loyalists
CUST01808,Aarav Gupta,25.0,15,214820.74,4,4,3,11,Loyal Customers
CUST05864,Pooja Mehta,18.0,15,214317.85,4,4,3,11,Loyal Customers
CUST05628,Karan Sharma,57.0,17,214158.96,3,5,3,11,Loyal Customers
CUST02119,Aditya Mehta,13.0,12,213839.83,5,3,3,11,Potential Loyalists
CUST00612,Pooja Sharma,33.0,15,213612.9,4,4,3,11,Loyal Customers
CUST00042,Ananya Kumar,18.0,14,213578.83,4,4,3,11,Loyal Customers
CUST01142,Vivaan Shah,16.0,14,213529.63,4,4,3,11,Loyal Customers
